subscription_id,customer_id,plan_tier,mrr_value,start_date,end_date,status,billing_cycle
456,417,Basic,47.14,2025-09-01,2025-12-01,canceled,monthly
457,418,Basic,63.58,2025-09-01,,active,monthly
458,419,Basic,54.15,2025-09-01,,active,monthly
459,420,Basic,52.41,2025-09-01,2025-11-01,canceled,monthly
460,421,Pro,231.83,2024-10-01,,active,monthly
461,422,Basic,46.84,2025-09-01,2025-12-01,canceled,monthly
462,423,Basic,54.07,2025-08-01,,active,monthly
463,424,Basic,56.74,2025-07-01,2025-08-01,canceled,monthly
464,425,Enterprise,1108.44,2024-12-01,2025-02-01,canceled,monthly
465,426,Pro,217.75,2025-12-01,,active,monthly
466,427,Enterprise,1001.7,2025-03-01,,active,monthly
467,428,Basic,52.13,2025-07-01,2026-01-01,canceled,monthly
468,429,Pro,193.28,2025-03-01,,active,monthly
469,430,Enterprise,986.28,2026-02-01,,active,monthly
470,431,Enterprise,832.94,2025-07-01,,active,monthly
471,432,Enterprise,801.52,2025-01-01,,active,monthly
472,433,Basic,59.47,2025-05-01,,active,monthly
473,434,Basic,51.89,2024-09-01,2025-02-01,upgraded,monthly
474,434,Pro,222.93,2025-03-01,2025-05-01,canceled,monthly
475,435,Enterprise,982.02,2025-01-01,2026-03-01,canceled,monthly
476,436,Enterprise,1136.25,2026-02-01,2026-07-01,canceled,monthly
477,437,Basic,48.84,2025-01-01,,active,monthly
478,438,Basic,56.3,2026-05-01,,active,monthly
479,439,Pro,185.82,2025-05-01,,active,monthly
480,440,Basic,60.18,2025-11-01,2026-01-01,canceled,monthly
481,441,Pro,206.84,2025-08-01,,active,monthly
482,442,Basic,61.42,2025-01-01,2026-03-01,canceled,monthly
483,443,Basic,61.06,2025-01-01,,active,monthly
484,444,Basic,48.69,2025-08-01,2025-10-01,canceled,monthly
485,445,Enterprise,804.93,2025-08-01,,active,monthly
486,446,Basic,59.58,2026-01-01,,active,monthly
487,447,Enterprise,969.97,2024-10-01,,active,monthly
488,448,Pro,177.78,2025-01-01,2025-05-01,canceled,monthly
489,449,Basic,61.44,2025-08-01,2026-06-01,upgraded,monthly
490,449,Pro,205.92,2026-07-01,,active,monthly
491,450,Basic,58.53,2025-03-01,2026-03-01,upgraded,monthly
492,450,Pro,170.0,2026-04-01,2027-07-01,downgraded,monthly
493,450,Basic,61.64,2027-08-01,2027-08-01,canceled,monthly
494,451,Enterprise,1004.09,2025-11-01,,active,monthly
495,452,Basic,55.6,2025-04-01,2026-07-01,canceled,monthly
496,453,Basic,53.88,2025-04-01,,active,monthly
497,454,Basic,42.27,2025-08-01,2026-06-01,canceled,monthly
498,455,Enterprise,999.81,2025-04-01,2025-09-01,downgraded,monthly
499,455,Basic,42.92,2025-10-01,2026-09-01,canceled,monthly
500,456,Basic,45.83,2026-05-01,2026-06-01,canceled,monthly
501,457,Pro,174.23,2025-05-01,,active,monthly
502,458,Basic,44.48,2024-11-01,2025-02-01,canceled,monthly
503,459,Basic,54.46,2025-10-01,2026-04-01,canceled,monthly
504,460,Pro,222.93,2025-07-01,,active,monthly
505,461,Enterprise,1140.84,2026-03-01,,active,monthly
506,462,Pro,176.26,2025-06-01,2026-02-01,canceled,monthly
507,463,Basic,57.7,2025-05-01,2025-09-01,canceled,monthly
508,464,Enterprise,811.38,2025-06-01,,active,monthly
509,465,Basic,49.81,2025-05-01,,active,monthly
510,466,Pro,239.46,2025-07-01,2026-05-01,canceled,monthly
511,467,Basic,60.73,2025-05-01,,active,monthly
512,468,Pro,211.55,2025-01-01,2025-02-01,canceled,monthly
513,469,Pro,221.02,2025-03-01,2026-02-01,upgraded,monthly
514,469,Enterprise,778.03,2026-03-01,,active,monthly
515,470,Basic,-47.82,2025-05-01,,active,monthly
516,471,Pro,177.3,2025-03-01,2025-10-01,canceled,monthly
517,472,Basic,45.22,2025-07-01,2025-10-01,canceled,monthly
518,473,Basic,49.52,2025-11-01,2026-06-01,canceled,monthly
519,474,Pro,190.57,2024-12-01,2025-02-01,canceled,monthly
520,475,Pro,190.59,2025-07-01,,active,monthly
521,476,Basic,46.79,2025-08-01,,active,monthly
522,477,Basic,53.23,2025-10-01,2025-11-01,canceled,monthly
523,478,Enterprise,800.6,2025-09-01,,active,monthly
524,479,Basic,58.16,2025-09-01,,active,monthly
525,480,Basic,52.67,2024-12-01,2026-02-01,canceled,monthly
526,481,Pro,208.78,2025-04-01,2025-10-01,upgraded,monthly
527,481,Enterprise,1069.4,2025-11-01,2026-06-01,canceled,monthly
528,482,Basic,46.78,2024-12-01,2026-01-01,canceled,monthly
529,483,Basic,52.14,2024-12-01,2025-10-01,canceled,monthly
530,484,Basic,56.09,2025-04-01,,active,monthly
531,485,Pro,234.13,2025-10-01,,active,monthly
532,486,Basic,61.9,2025-02-01,2025-06-01,canceled,monthly
533,487,Basic,56.23,2025-04-01,2026-01-01,canceled,monthly
534,488,Basic,43.73,2025-07-01,2025-08-01,canceled,monthly
535,489,Enterprise,1033.35,2025-03-01,2026-08-01,canceled,monthly
536,490,Pro,171.84,2025-01-01,,active,monthly
537,491,Basic,47.89,2025-03-01,2025-08-01,upgraded,monthly
538,491,Pro,197.68,2025-09-01,2026-12-01,canceled,monthly
539,492,Basic,46.2,2025-09-01,,active,monthly
540,493,Basic,42.51,2025-03-01,,active,monthly
541,494,Basic,56.88,2025-11-01,,active,monthly
542,495,Basic,61.65,2025-05-01,,active,monthly
543,496,Basic,58.84,2025-07-01,2026-04-01,canceled,monthly
544,497,Enterprise,975.01,2025-09-01,2026-07-01,downgraded,monthly
545,497,Pro,244.67,2026-08-01,,active,monthly
546,498,Basic,58.27,2025-10-01,,active,monthly
547,499,Enterprise,1077.27,2026-03-01,,active,monthly
548,500,Pro,198.8,2025-04-01,2025-06-01,canceled,monthly
549,501,Basic,45.69,2025-11-01,2026-05-01,canceled,monthly
550,502,Basic,61.29,2025-02-01,2026-02-01,canceled,monthly
551,503,Enterprise,888.73,2025-01-01,,active,monthly
552,504,Pro,186.37,2025-09-01,,active,monthly
553,505,Basic,55.32,2025-04-01,,active,monthly
554,506,Basic,59.29,2024-10-01,2026-05-01,canceled,monthly
555,507,Pro,201.7,2025-01-01,,active,monthly
556,508,Pro,238.63,2024-10-01,2026-08-01,canceled,monthly
557,509,Pro,250.05,2025-08-01,2026-04-01,downgraded,monthly
558,509,Basic,62.46,2026-05-01,,active,monthly
559,510,Basic,45.83,2025-01-01,2025-09-01,canceled,monthly
560,511,Pro,204.58,2025-01-01,2026-05-01,downgraded,monthly
561,511,Basic,59.08,2026-06-01,2027-05-01,canceled,monthly
562,512,Enterprise,980.72,2025-04-01,2026-04-01,canceled,monthly
563,513,Enterprise,929.74,2025-08-01,,active,monthly
564,514,Basic,54.06,2025-04-01,2025-07-01,canceled,monthly
565,515,Pro,199.17,2025-03-01,,active,monthly
566,516,Basic,55.18,2026-02-01,2026-03-01,canceled,monthly
567,517,Enterprise,931.39,2026-03-01,,active,monthly
568,518,Basic,57.54,2025-07-01,2026-03-01,canceled,monthly
569,519,Basic,41.8,2025-11-01,2026-07-01,canceled,monthly
570,520,Pro,255.23,2026-01-01,2026-02-01,canceled,monthly
571,521,Pro,239.0,2025-09-01,2026-03-01,downgraded,monthly
572,521,Basic,49.18,2026-04-01,,active,monthly
573,522,Basic,61.48,2025-06-01,2026-04-01,canceled,monthly
574,523,Enterprise,1150.3,2024-12-01,2026-05-01,canceled,monthly
575,524,Basic,48.13,2024-11-01,2026-02-01,canceled,monthly
576,525,Pro,216.3,2024-11-01,2026-04-01,canceled,monthly
577,526,Pro,257.47,2026-03-01,,active,monthly
578,527,Pro,185.77,2025-09-01,,active,monthly
579,528,Basic,43.23,2024-12-01,2025-02-01,upgraded,monthly
580,528,Pro,169.44,2025-03-01,2025-03-01,canceled,monthly
581,529,Basic,50.88,2025-10-01,,active,monthly
582,530,Basic,59.26,2025-10-01,2026-05-01,canceled,monthly
583,531,Pro,180.7,2025-03-01,2025-10-01,canceled,monthly
584,532,Basic,47.18,2025-06-01,,active,monthly
585,533,Pro,194.61,2026-02-01,,active,monthly
586,534,Enterprise,-1024.12,2025-09-01,,active,monthly
587,535,Pro,212.76,2025-05-01,2025-06-01,canceled,monthly
588,536,Basic,47.4,2026-05-01,,active,monthly
589,537,Basic,60.15,2025-04-01,2025-08-01,canceled,monthly
590,538,Basic,55.33,2025-10-01,2025-12-01,canceled,monthly
591,539,Enterprise,1146.19,2025-08-01,,active,monthly
592,540,Basic,43.14,2024-11-01,,active,monthly
593,541,Basic,45.64,2026-02-01,,active,monthly
594,542,Pro,174.69,2025-03-01,2026-01-01,canceled,monthly
595,543,Pro,228.84,2026-01-01,2026-05-01,canceled,monthly
596,544,Basic,58.7,2025-07-01,,active,monthly
597,545,Enterprise,1100.14,2025-02-01,,active,monthly
598,546,Pro,240.25,2025-11-01,,active,monthly
599,547,Pro,248.63,2025-10-01,,active,monthly
600,548,Basic,43.0,2025-05-01,2025-06-01,canceled,monthly
601,549,Basic,44.99,2024-09-01,2025-01-01,canceled,monthly
602,550,Enterprise,968.54,2025-02-01,2026-03-01,downgraded,monthly
603,550,Basic,63.27,2026-04-01,,active,monthly
604,551,Pro,242.34,2025-02-01,2025-07-01,canceled,monthly
605,552,Basic,52.17,2025-04-01,2025-06-01,canceled,monthly
606,553,Basic,51.26,2025-04-01,,active,monthly
607,554,Pro,212.63,2024-12-01,,active,monthly
608,555,Enterprise,1077.85,2025-10-01,2026-01-01,canceled,monthly
609,556,Basic,49.95,2025-10-01,,active,monthly
610,557,Enterprise,1067.34,2025-04-01,,active,monthly
611,558,Basic,57.09,2026-01-01,,active,monthly
612,559,Pro,180.25,2025-03-01,2026-02-01,canceled,monthly
613,560,Pro,222.71,2025-12-01,,active,monthly
614,561,Pro,215.26,2026-02-01,,active,monthly
615,562,Pro,196.57,2025-04-01,2026-02-01,canceled,monthly
616,563,Basic,48.27,2025-09-01,2026-06-01,canceled,monthly
617,564,Pro,188.68,2025-06-01,,active,monthly
618,565,Pro,0.0,2025-09-01,2026-05-01,canceled,monthly
619,566,Enterprise,872.09,2025-01-01,,active,monthly
620,567,Pro,172.17,2025-03-01,2026-07-01,canceled,monthly
621,568,Basic,59.16,2025-07-01,,active,monthly
622,569,Enterprise,1102.76,2025-08-01,,active,monthly
623,570,Pro,184.3,2025-07-01,,active,monthly
624,571,Pro,231.25,2024-12-01,,active,monthly
625,572,Basic,-50.93,2024-11-01,2025-03-01,canceled,monthly
626,573,Enterprise,785.86,2025-08-01,2026-01-01,canceled,monthly
627,574,Basic,62.89,2025-03-01,2026-01-01,canceled,monthly
628,575,Pro,178.26,2024-12-01,2025-12-01,downgraded,monthly
629,575,Basic,61.47,2026-01-01,2026-11-01,canceled,monthly
630,576,Enterprise,1138.01,2025-05-01,2026-07-01,canceled,monthly
631,577,Basic,51.13,2025-02-01,2026-01-01,canceled,monthly
632,578,Basic,63.22,2025-07-01,2026-07-01,upgraded,monthly
633,578,Enterprise,800.62,2026-08-01,2027-06-01,downgraded,monthly
634,578,Basic,43.67,2027-07-01,,active,monthly
635,579,Basic,51.63,2025-03-01,2025-05-01,canceled,monthly
636,580,Enterprise,892.23,2024-10-01,,active,monthly
637,581,Enterprise,937.43,2025-09-01,,active,monthly
638,582,Enterprise,1164.51,2026-02-01,,active,monthly
639,583,Basic,52.53,2025-09-01,2025-11-01,canceled,monthly
640,584,Pro,180.34,2025-04-01,,active,monthly
641,585,Basic,48.69,2025-05-01,,active,monthly
642,586,Pro,217.71,2026-04-01,,active,monthly
643,587,Basic,53.74,2024-12-01,2026-01-01,canceled,monthly
644,588,Pro,214.29,2025-09-01,,active,monthly
645,589,Pro,198.75,2025-08-01,2026-02-01,canceled,monthly
646,590,Basic,48.09,2025-03-01,2025-04-01,canceled,monthly
647,591,Basic,49.33,2024-12-01,,active,monthly
648,592,Basic,59.74,2026-02-01,2026-05-01,canceled,monthly
649,593,Basic,56.97,2026-02-01,,active,monthly
650,594,Pro,230.27,2025-06-01,,active,monthly
651,595,Enterprise,837.07,2025-07-01,2026-06-01,downgraded,monthly
652,595,Basic,50.74,2026-07-01,,active,monthly
653,596,Basic,57.34,2025-10-01,,active,monthly
654,597,Basic,46.45,2025-09-01,,active,monthly
655,598,Basic,48.37,2025-11-01,,active,monthly
656,599,Basic,61.99,2025-03-01,,active,monthly
657,600,Basic,59.84,2025-10-01,,active,monthly
658,601,Enterprise,1155.69,2025-01-01,,active,monthly
659,602,Basic,54.72,2025-11-01,,active,monthly
660,603,Pro,204.81,2025-03-01,,active,monthly
661,604,Basic,63.24,2025-11-01,,active,monthly
662,605,Basic,49.29,2026-03-01,2026-07-01,upgraded,monthly
663,605,Pro,194.71,2026-08-01,,active,monthly
664,606,Pro,202.37,2024-12-01,2026-06-01,canceled,monthly
665,607,Basic,56.21,2025-02-01,2025-11-01,canceled,monthly
666,608,Pro,223.33,2025-05-01,,active,monthly
667,609,Basic,56.27,2025-02-01,2026-03-01,canceled,monthly
668,610,Pro,199.9,2024-12-01,2025-03-01,canceled,monthly
669,611,Enterprise,1028.92,2025-03-01,,active,monthly
670,612,Pro,178.97,2025-03-01,,active,monthly
671,613,Enterprise,1025.92,2025-02-01,2025-04-01,downgraded,monthly
672,613,Basic,59.61,2025-05-01,,active,monthly
673,614,Enterprise,1069.54,2025-06-01,,active,monthly
674,615,Enterprise,901.78,2025-06-01,2025-11-01,canceled,monthly
675,616,Basic,48.19,2025-07-01,,active,monthly
676,617,Pro,219.54,2025-08-01,,active,monthly
677,618,Basic,60.56,2025-05-01,2026-05-01,upgraded,monthly
678,618,Enterprise,933.34,2026-06-01,2027-01-01,downgraded,monthly
679,618,Pro,184.06,2027-02-01,,active,monthly
680,619,Enterprise,817.95,2025-05-01,,active,monthly
681,620,Basic,62.66,2025-09-01,,active,monthly
682,621,Basic,47.55,2025-11-01,,active,monthly
683,622,Basic,56.07,2025-12-01,,active,monthly
684,623,Enterprise,799.14,2025-04-01,2025-06-01,canceled,monthly
685,624,Basic,55.83,2026-03-01,,active,monthly
686,625,Basic,63.7,2025-04-01,2026-08-01,canceled,monthly
687,626,Pro,206.38,2025-04-01,,active,monthly
688,627,Pro,193.67,2025-09-01,,active,monthly
689,628,Basic,59.16,2025-10-01,2025-12-01,canceled,monthly
690,629,Basic,49.56,2025-10-01,2026-04-01,canceled,monthly
691,630,Pro,206.54,2025-01-01,,active,monthly
692,631,Basic,63.38,2025-02-01,2026-01-01,upgraded,monthly
693,631,Pro,254.84,2026-02-01,,active,monthly
694,632,Basic,62.51,2025-07-01,,active,monthly
695,633,Basic,45.97,2025-07-01,,active,monthly
696,634,Basic,58.86,2025-03-01,,active,monthly
697,635,Pro,172.03,2026-01-01,,active,monthly
698,636,Basic,45.33,2025-11-01,2026-03-01,canceled,monthly
699,637,Basic,47.86,2025-08-01,,active,monthly
700,638,Basic,49.96,2025-02-01,2026-03-01,canceled,monthly
701,639,Basic,47.82,2025-03-01,2025-05-01,canceled,monthly
702,640,Basic,47.41,2024-12-01,,active,monthly
703,641,Basic,47.09,2024-11-01,2025-12-01,canceled,monthly
704,642,Basic,46.02,2024-11-01,2025-01-01,canceled,monthly
705,643,Basic,48.13,2025-12-01,,active,monthly
706,644,Enterprise,980.36,2024-12-01,,active,monthly
707,645,Pro,230.99,2025-09-01,,active,monthly
708,646,Basic,63.57,2024-10-01,2025-12-01,canceled,monthly
709,647,Enterprise,993.85,2025-03-01,,active,monthly
710,648,Basic,63.18,2025-11-01,2026-07-01,canceled,monthly
711,649,Basic,56.91,2025-12-01,,active,monthly
712,650,Basic,51.8,2025-02-01,2025-07-01,canceled,monthly
713,651,Basic,53.33,2025-04-01,2026-06-01,canceled,monthly
714,652,Basic,45.58,2025-07-01,2026-05-01,canceled,monthly
715,653,Basic,60.73,2025-08-01,,active,monthly
716,654,Pro,215.47,2025-08-01,,active,monthly
717,655,Enterprise,1030.33,2025-08-01,,active,monthly
718,656,Basic,63.66,2025-11-01,,active,monthly
719,657,Pro,257.74,2025-07-01,,active,monthly
720,658,Pro,213.55,2025-01-01,,active,monthly
721,659,Enterprise,1027.99,2025-07-01,2026-03-01,canceled,monthly
722,660,Basic,59.55,2025-12-01,,active,monthly
723,661,Pro,169.19,2025-12-01,,active,monthly
724,662,Pro,206.05,2026-06-01,,active,monthly
725,663,Basic,54.69,2026-04-01,,active,monthly
726,664,Basic,52.43,2026-04-01,,active,monthly
727,665,Pro,201.53,2024-12-01,2025-08-01,canceled,monthly
728,666,Enterprise,879.98,2025-03-01,,active,monthly
729,667,Enterprise,1155.11,2026-04-01,,active,monthly
730,668,Basic,48.54,2025-04-01,2025-06-01,canceled,monthly
731,669,Basic,44.65,2025-03-01,2025-12-01,canceled,monthly
732,670,Enterprise,779.09,2025-12-01,,active,monthly
733,671,Pro,193.0,2025-03-01,2025-12-01,canceled,monthly
734,672,Basic,58.01,2025-01-01,2026-05-01,canceled,monthly
735,673,Pro,218.6,2024-12-01,2025-01-01,canceled,monthly
736,674,Pro,179.77,2025-07-01,,active,monthly
737,675,Basic,46.2,2025-03-01,2026-05-01,upgraded,monthly
738,675,Pro,198.42,2026-06-01,2027-06-01,canceled,monthly
739,676,Basic,61.92,2025-09-01,,active,monthly
740,677,Enterprise,822.7,2025-04-01,,active,monthly
741,678,Basic,46.25,2025-01-01,2025-06-01,canceled,monthly
742,679,Pro,177.87,2025-07-01,,active,monthly
743,680,Basic,44.66,2025-04-01,2025-07-01,canceled,monthly
744,681,Basic,60.92,2025-02-01,2025-12-01,upgraded,monthly
745,681,Enterprise,1098.79,2026-01-01,,active,monthly
746,682,Basic,47.3,2026-02-01,,active,monthly
747,683,Basic,54.38,2025-04-01,2026-01-01,canceled,monthly
748,684,Pro,196.19,2025-10-01,,active,monthly
749,685,Pro,236.26,2025-02-01,2025-04-01,canceled,monthly
750,686,Pro,239.2,2025-09-01,,active,monthly
751,687,Basic,56.64,2024-12-01,2025-11-01,canceled,monthly
752,688,Basic,54.52,2025-05-01,2025-11-01,canceled,monthly
753,689,Basic,56.7,2025-05-01,2025-09-01,canceled,monthly
754,690,Basic,54.88,2024-11-01,2025-05-01,canceled,monthly
755,691,Pro,195.7,2025-07-01,2026-07-01,canceled,monthly
756,692,Pro,193.62,2025-06-01,2025-12-01,downgraded,monthly
757,692,Basic,44.8,2026-01-01,,active,monthly
758,693,Pro,188.51,2024-10-01,2024-11-01,canceled,monthly
759,694,Basic,63.35,2025-02-01,,active,monthly
760,695,Pro,237.85,2025-09-01,,active,monthly
761,696,Basic,47.27,2026-02-01,2026-07-01,canceled,monthly
762,697,Pro,235.62,2025-11-01,,active,monthly
763,698,Pro,182.76,2026-03-01,,active,monthly
764,699,Enterprise,1099.12,2025-07-01,,active,monthly
765,700,Enterprise,1014.61,2025-03-01,2026-06-01,canceled,monthly
766,701,Pro,243.06,2025-09-01,,active,monthly
767,702,Basic,43.89,2025-05-01,2025-07-01,canceled,monthly
768,703,Basic,43.04,2026-02-01,,active,monthly
769,704,Pro,205.11,2025-05-01,2025-08-01,canceled,monthly
770,705,Pro,188.01,2025-08-01,,active,monthly
771,706,Pro,210.12,2025-10-01,,active,monthly
772,707,Pro,254.89,2025-08-01,,active,monthly
773,708,Enterprise,1019.85,2025-03-01,2025-05-01,downgraded,monthly
774,708,Pro,181.02,2025-06-01,,active,monthly
775,709,Basic,47.86,2025-05-01,2026-05-01,upgraded,monthly
776,709,Pro,195.39,2026-06-01,,active,monthly
777,710,Basic,46.0,2025-06-01,2026-02-01,upgraded,monthly
778,710,Pro,198.32,2026-03-01,,active,monthly
779,711,Basic,53.55,2025-01-01,,active,monthly
780,712,Basic,62.73,2025-08-01,,active,monthly
781,713,Pro,193.73,2025-08-01,2026-04-01,canceled,monthly
782,714,Pro,-235.32,2025-07-01,2025-12-01,canceled,monthly
783,715,Pro,238.45,2025-02-01,2025-04-01,canceled,monthly
784,716,Basic,56.81,2025-02-01,2025-11-01,canceled,monthly
785,717,Basic,45.71,2025-11-01,,active,monthly
786,718,Basic,47.19,2024-11-01,2026-04-01,canceled,monthly
787,719,Pro,218.62,2025-02-01,2025-07-01,canceled,monthly
788,720,Basic,62.9,2025-11-01,,active,monthly
789,721,Pro,248.03,2025-10-01,2025-12-01,canceled,monthly
790,722,Basic,54.88,2025-11-01,,active,monthly
791,723,Basic,50.08,2025-11-01,,active,monthly
792,724,Enterprise,1040.49,2026-02-01,,active,monthly
793,725,Basic,50.81,2025-05-01,2025-12-01,canceled,monthly
794,726,Basic,52.59,2025-09-01,2025-10-01,canceled,monthly
795,727,Pro,172.48,2025-07-01,,active,monthly
796,728,Basic,61.27,2025-04-01,,active,monthly
797,729,Enterprise,991.5,2025-04-01,,active,monthly
798,730,Pro,191.19,2025-08-01,2026-08-01,canceled,monthly
799,731,Pro,243.47,2025-01-01,2026-06-01,canceled,monthly
800,732,Basic,49.91,2025-06-01,2026-06-01,canceled,monthly
801,733,Pro,186.24,2026-03-01,2026-06-01,canceled,monthly
802,734,Basic,61.97,2025-09-01,2026-07-01,canceled,monthly
803,735,Pro,175.49,2025-09-01,2026-04-01,canceled,monthly
804,736,Basic,60.13,2025-05-01,2025-07-01,canceled,monthly
805,737,Enterprise,846.24,2025-11-01,,active,monthly
806,738,Pro,225.14,2024-11-01,2025-02-01,canceled,monthly
807,739,Enterprise,867.59,2026-03-01,2026-07-01,downgraded,monthly
808,739,Basic,49.47,2026-08-01,,active,monthly
809,740,Pro,233.49,2026-02-01,,active,monthly
810,741,Pro,241.28,2026-05-01,,active,monthly
811,742,Enterprise,830.89,2026-02-01,,active,monthly
812,743,Basic,62.39,2025-03-01,2025-04-01,canceled,monthly
813,744,Pro,214.33,2025-10-01,2026-01-01,canceled,monthly
814,745,Pro,208.63,2024-12-01,2026-03-01,canceled,monthly
815,746,Basic,42.55,2024-10-01,2025-01-01,canceled,monthly
816,747,Pro,203.66,2025-02-01,2025-04-01,canceled,monthly
817,748,Pro,180.78,2025-07-01,,active,monthly
818,749,Basic,49.16,2024-10-01,2025-04-01,canceled,monthly
819,750,Basic,53.47,2026-04-01,2026-07-01,canceled,monthly
820,751,Basic,63.1,2025-03-01,2026-06-01,canceled,monthly
821,752,Basic,47.89,2025-11-01,,active,monthly
822,753,Pro,258.56,2025-11-01,,active,monthly
823,754,Basic,44.1,2024-12-01,2026-01-01,canceled,monthly
824,755,Basic,47.57,2025-06-01,2026-03-01,canceled,monthly
825,756,Basic,55.17,2025-07-01,2026-06-01,canceled,monthly
826,757,Basic,48.77,2025-01-01,2025-04-01,canceled,monthly
827,758,Basic,61.95,2024-11-01,2025-04-01,canceled,monthly
828,759,Basic,45.28,2025-08-01,,active,monthly
829,760,Basic,60.36,2025-05-01,2025-12-01,canceled,monthly
830,761,Basic,56.51,2025-08-01,,active,monthly
831,762,Enterprise,873.69,2025-08-01,2026-05-01,canceled,monthly
832,763,Pro,187.55,2025-01-01,2026-02-01,canceled,monthly
833,764,Pro,254.57,2025-12-01,,active,monthly
834,765,Basic,59.95,2025-05-01,2026-01-01,canceled,monthly
835,766,Pro,195.2,2026-02-01,,active,monthly
836,767,Pro,196.2,2025-10-01,,active,monthly
837,768,Pro,209.38,2025-12-01,2026-06-01,canceled,monthly
838,769,Basic,48.2,2025-08-01,2026-06-01,canceled,monthly
839,770,Pro,172.17,2025-08-01,,active,monthly
840,771,Basic,58.38,2025-10-01,2026-01-01,canceled,monthly
841,772,Basic,52.29,2025-02-01,2025-05-01,canceled,monthly
842,773,Basic,60.9,2025-11-01,,active,monthly
843,774,Enterprise,1159.87,2025-04-01,,active,monthly
844,775,Basic,58.71,2025-03-01,2026-04-01,canceled,monthly
845,776,Basic,42.58,2025-03-01,2026-01-01,canceled,monthly
846,777,Basic,54.91,2025-12-01,,active,monthly
847,778,Enterprise,801.38,2025-07-01,,active,monthly
848,779,Enterprise,780.25,2025-01-01,2026-05-01,downgraded,monthly
849,779,Basic,43.56,2026-06-01,2026-12-01,canceled,monthly
850,780,Basic,56.12,2025-10-01,2026-07-01,canceled,monthly
851,781,Pro,232.42,2025-03-01,,active,monthly
852,782,Basic,56.33,2025-07-01,,active,monthly
853,783,Pro,196.29,2025-08-01,2026-03-01,canceled,monthly
854,784,Enterprise,1144.36,2025-09-01,,active,monthly
855,785,Basic,57.28,2025-09-01,2026-02-01,canceled,monthly
856,786,Basic,62.5,2026-03-01,,active,monthly
857,787,Enterprise,1140.77,2025-06-01,,active,monthly
858,788,Pro,171.25,2025-03-01,,active,monthly
859,789,Pro,173.16,2025-05-01,,active,monthly
860,790,Pro,254.64,2025-04-01,2025-09-01,canceled,monthly
861,791,Pro,198.85,2025-01-01,2025-07-01,downgraded,monthly
862,791,Basic,42.5,2025-08-01,2026-09-01,canceled,monthly
863,792,Pro,234.04,2025-09-01,2026-06-01,downgraded,monthly
864,792,Basic,45.33,2026-07-01,,active,monthly
865,793,Pro,222.38,2025-07-01,2026-01-01,canceled,monthly
866,794,Pro,198.06,2025-11-01,,active,monthly
867,795,Basic,48.3,2025-01-01,2025-10-01,canceled,monthly
868,796,Basic,44.3,2025-01-01,,active,monthly
869,797,Pro,192.09,2025-08-01,2026-02-01,canceled,monthly
870,798,Enterprise,1109.32,2025-03-01,2026-03-01,downgraded,monthly
871,798,Pro,255.75,2026-04-01,,active,monthly
872,799,Pro,194.47,2025-07-01,,active,monthly
873,800,Basic,47.5,2025-09-01,2026-06-01,canceled,monthly
874,801,Pro,191.61,2024-10-01,2024-12-01,downgraded,monthly
875,801,Basic,43.57,2025-01-01,2025-02-01,canceled,monthly
876,802,Basic,62.78,2025-08-01,2026-02-01,canceled,monthly
877,803,Basic,52.45,2025-05-01,2025-09-01,canceled,monthly
878,804,Pro,229.03,2025-04-01,,active,monthly
879,805,Pro,257.33,2025-01-01,,active,monthly
880,806,Basic,57.13,2025-01-01,2025-12-01,canceled,monthly
881,807,Basic,-60.49,2025-08-01,,active,monthly
882,808,Pro,232.7,2025-01-01,,active,monthly
883,809,Pro,251.18,2025-04-01,,active,monthly
884,810,Basic,55.99,2025-02-01,2025-06-01,upgraded,monthly
885,810,Enterprise,1151.86,2025-07-01,,active,monthly
886,811,Pro,181.12,2025-12-01,,active,monthly
887,812,Pro,194.72,2025-06-01,2025-10-01,canceled,monthly
888,813,Pro,245.46,2025-01-01,2026-02-01,canceled,monthly
889,814,Pro,198.88,2025-09-01,,active,monthly
890,815,Basic,59.86,2025-05-01,2026-05-01,canceled,monthly
891,816,Pro,207.72,2025-01-01,2025-07-01,canceled,monthly
892,817,Basic,49.93,2025-09-01,2025-12-01,canceled,monthly
893,818,Enterprise,1115.54,2025-08-01,,active,monthly
894,819,Enterprise,992.24,2024-10-01,2025-02-01,downgraded,monthly
895,819,Basic,42.96,2025-03-01,2025-10-01,canceled,monthly
896,820,Basic,44.95,2025-05-01,2025-08-01,canceled,monthly
897,821,Basic,50.41,2025-07-01,,active,monthly
898,822,Pro,180.2,2025-11-01,2026-08-01,canceled,monthly
899,823,Pro,234.19,2025-10-01,,active,monthly
900,824,Enterprise,797.77,2025-05-01,2026-03-01,downgraded,monthly
901,824,Basic,61.62,2026-04-01,2027-01-01,upgraded,monthly
902,824,Pro,253.42,2027-02-01,,active,monthly
903,825,Basic,47.7,2025-02-01,2025-05-01,canceled,monthly
904,826,Pro,226.53,2025-02-01,,active,monthly
905,827,Pro,206.6,2025-01-01,,active,monthly
906,828,Enterprise,920.86,2025-06-01,,active,monthly
907,829,Basic,56.54,2025-01-01,2025-04-01,canceled,monthly
908,830,Basic,57.79,2025-12-01,2026-04-01,canceled,monthly
909,831,Basic,47.74,2024-12-01,,active,monthly
910,832,Pro,244.28,2026-02-01,,active,monthly
911,833,Enterprise,1123.9,2025-02-01,,active,monthly
