customer_id,industry,company_size,country,acquisition_channel,cac,plan_tier,mrr_value,tenure_days,churned,avg_logins,total_logins,last_login_date,active_months,usage_trend_pct,total_invoices,failed_invoices,failure_rate,total_tickets,unresolved_tickets,avg_csat
168,Manufacturing,Small,Germany,Partner,282.81,Pro,217.31,-30,0,10.818181818181818,119,2026-10-01,11,1.0,11,0,0.0,1.0,0.0,4.0
169,Logistics,Enterprise,United States,Organic,29.13,Basic,44.76,61,1,1.0,2,2025-09-01,2,,2,0,0.0,1.0,0.0,1.0
170,Real Estate,Small,United States,Organic,72.06,Pro,228.38,303,0,19.22222222222222,173,2026-07-01,9,-0.23188405797101444,9,1,0.1111111111111111,1.0,0.0,4.0
171,Legal,Small,United States,Referral,157.4,Enterprise,1128.26,426,0,13.23076923076923,172,2026-07-01,13,0.11111111111111116,13,1,0.07692307692307693,0.0,0.0,
172,Healthcare,Small,Australia,Partner,137.26,Basic,46.48,31,1,1.0,1,2025-03-01,1,,1,0,0.0,0.0,0.0,
173,Fintech,Small,India,Partner,274.82,Basic,44.65,273,0,1.125,9,2026-07-01,8,-1.0,8,0,0.0,1.0,0.0,5.0
174,Manufacturing,Small,India,Referral,160.38,Basic,53.36,548,0,3.0,51,2026-07-01,17,-0.12499999999999989,17,0,0.0,2.0,1.0,3.0
175,Media,Small,Germany,Outbound Sales,610.1,Basic,45.2,0,1,8.210526315789474,156,2027-03-01,19,0.13043478260869554,19,1,0.05263157894736842,2.0,0.0,4.0
176,Retail,Mid-Market,Australia,Organic,51.26,Enterprise,850.32,487,1,36.875,590,2026-09-01,16,-0.5748031496062992,16,0,0.0,6.0,1.0,3.6
177,Manufacturing,Small,India,Referral,105.93,Basic,62.82,548,0,4.176470588235294,71,2026-07-01,17,-0.5,17,0,0.0,3.0,0.0,4.333333333333333
178,Manufacturing,Mid-Market,Australia,Partner,339.52,Pro,182.29,607,0,10.263157894736842,195,2026-07-01,19,-0.20588235294117652,19,0,0.0,3.0,0.0,3.3333333333333335
179,Edtech,Small,United Kingdom,Organic,48.02,Basic,50.8,31,1,0.0,0,2025-07-01,1,,1,1,1.0,0.0,0.0,
180,Manufacturing,Mid-Market,United States,Organic,60.08,Pro,211.17,273,1,8.444444444444445,76,2026-02-01,9,-0.5625,9,1,0.1111111111111111,2.0,0.0,4.5
181,Hospitality,Small,India,Organic,30.95,Basic,62.15,182,1,3.1666666666666665,19,2025-05-01,6,-0.7333333333333334,6,0,0.0,2.0,0.0,2.0
182,Edtech,Small,United States,Referral,96.05,Pro,256.99,364,0,15.181818181818182,167,2026-07-01,11,-0.06382978723404256,11,0,0.0,1.0,0.0,5.0
183,Fintech,Small,Australia,Referral,138.23,Basic,61.46,395,0,9.666666666666666,116,2026-07-01,12,0.06896551724137943,12,1,0.08333333333333333,0.0,0.0,
184,Retail,Mid-Market,India,Paid Search,279.09,Pro,233.56,183,1,2.3333333333333335,14,2025-11-01,6,-0.923076923076923,6,0,0.0,1.0,1.0,
185,Manufacturing,Small,United States,Referral,179.25,Basic,47.64,365,1,4.0,48,2025-12-01,12,-0.923076923076923,12,0,0.0,5.0,1.0,2.75
186,Edtech,Mid-Market,Germany,Partner,296.46,Pro,216.57,548,0,7.588235294117647,129,2026-07-01,17,0.09523809523809527,17,0,0.0,3.0,0.0,4.0
187,Fintech,Small,India,Paid Search,301.57,Pro,229.21,548,0,16.352941176470587,278,2026-07-01,17,0.23404255319148934,17,0,0.0,2.0,0.0,3.0
188,Healthcare,Mid-Market,United Kingdom,Partner,283.03,Basic,61.93,273,0,6.5,52,2026-07-01,8,1.0714285714285712,8,0,0.0,1.0,0.0,3.0
189,Retail,Enterprise,Germany,Organic,30.92,Basic,62.41,122,1,1.5,6,2025-11-01,4,-1.0,4,1,0.25,2.0,0.0,1.5
190,Edtech,Enterprise,United States,Referral,118.26,Pro,245.53,-31,0,16.166666666666668,97,2026-11-01,6,-0.13461538461538455,6,0,0.0,1.0,0.0,3.0
191,Real Estate,Enterprise,India,Outbound Sales,1000.49,Basic,60.02,150,1,2.0,10,2025-06-01,5,-0.8999999999999999,5,0,0.0,2.0,0.0,1.5
192,Logistics,Mid-Market,India,Partner,284.0,Basic,48.24,211,0,5.333333333333333,32,2026-07-01,6,0.46153846153846156,6,0,0.0,1.0,1.0,
193,Edtech,Small,Germany,Organic,32.44,Pro,179.61,548,0,10.235294117647058,174,2026-07-01,17,0.14285714285714285,17,1,0.058823529411764705,5.0,0.0,3.8
194,Edtech,Mid-Market,United Kingdom,Paid Search,506.37,Basic,63.51,638,0,3.25,65,2026-07-01,20,-0.22222222222222218,20,0,0.0,7.0,2.0,3.4
195,Manufacturing,Mid-Market,United States,Paid Search,376.81,Basic,58.41,365,1,3.1666666666666665,38,2025-11-01,12,-1.0,12,0,0.0,2.0,0.0,1.5
196,Healthcare,Small,India,Organic,63.04,Basic,54.42,31,1,0.0,0,2025-12-01,1,,1,1,1.0,0.0,0.0,
197,Manufacturing,Mid-Market,United States,Partner,353.5,Pro,211.05,273,0,5.625,45,2026-07-01,8,1.777777777777778,8,0,0.0,1.0,0.0,4.0
198,Legal,Small,United States,Partner,303.53,Basic,47.16,91,0,6.0,12,2026-07-01,2,,2,0,0.0,0.0,0.0,
199,Retail,Mid-Market,India,Partner,173.86,Basic,50.88,214,1,2.5714285714285716,18,2026-09-01,7,-0.20000000000000007,7,1,0.14285714285714285,1.0,0.0,4.0
200,Logistics,Small,United States,Paid Search,252.16,Basic,53.97,31,1,4.0,4,2025-03-01,1,,1,1,1.0,0.0,0.0,
201,Hospitality,Mid-Market,United States,Organic,25.83,Pro,238.02,548,0,18.470588235294116,314,2026-07-01,17,-0.22950819672131145,17,1,0.058823529411764705,1.0,0.0,5.0
202,Retail,Small,Australia,Partner,209.45,Enterprise,825.17,-30,0,14.5,261,2027-05-01,18,0.0,18,0,0.0,2.0,0.0,3.0
203,Hospitality,Small,Australia,Outbound Sales,1419.69,Basic,44.11,214,1,1.7142857142857142,12,2025-11-01,7,-0.7777777777777778,7,0,0.0,0.0,0.0,
204,Manufacturing,Mid-Market,United States,Outbound Sales,750.62,Pro,227.11,122,0,11.666666666666666,35,2026-07-01,3,,3,0,0.0,0.0,0.0,
205,Media,Small,India,Organic,43.53,Basic,58.21,426,0,6.0,78,2026-07-01,13,0.0,13,2,0.15384615384615385,1.0,1.0,
206,Media,Enterprise,United States,Organic,42.51,Pro,205.5,334,0,7.3,73,2026-07-01,10,-0.33333333333333337,10,0,0.0,5.0,0.0,4.0
207,Logistics,Mid-Market,Australia,Outbound Sales,815.99,Pro,240.36,31,1,2.0,2,2025-12-01,1,,1,0,0.0,1.0,0.0,2.0
208,Media,Small,United States,Partner,211.98,Pro,201.04,395,0,24.083333333333332,289,2026-07-01,12,0.057142857142857245,12,0,0.0,1.0,1.0,
209,Legal,Enterprise,India,Referral,94.8,Pro,243.9,454,1,8.066666666666666,121,2026-04-01,15,-0.5,15,2,0.13333333333333333,2.0,0.0,4.5
210,Manufacturing,Enterprise,United States,Partner,312.35,Pro,186.68,548,0,5.529411764705882,94,2026-07-01,17,0.8,17,0,0.0,4.0,0.0,4.0
211,Healthcare,Small,Germany,Referral,94.48,Pro,244.05,273,0,8.375,67,2026-07-01,8,-0.18181818181818182,8,0,0.0,1.0,0.0,3.0
212,Hospitality,Small,United States,Referral,123.14,Pro,239.61,91,1,1.3333333333333333,4,2026-06-01,3,,3,1,0.3333333333333333,2.0,0.0,4.0
213,Healthcare,Mid-Market,United States,Referral,15.58,Basic,63.36,577,1,6.105263157894737,116,2026-06-01,19,-0.5,19,0,0.0,5.0,1.0,3.25
214,Legal,Mid-Market,United States,Referral,93.89,Enterprise,1004.52,303,0,12.777777777777779,115,2026-07-01,9,-0.4117647058823529,9,0,0.0,0.0,0.0,
215,Media,Mid-Market,Australia,Partner,369.97,Basic,60.05,548,0,8.294117647058824,141,2026-07-01,17,0.6842105263157895,17,0,0.0,3.0,0.0,3.6666666666666665
216,Media,Mid-Market,Germany,Referral,132.65,Enterprise,949.74,61,1,8.0,16,2025-10-01,2,,2,0,0.0,2.0,0.0,2.0
217,Logistics,Mid-Market,United Kingdom,Organic,45.37,Pro,232.46,62,1,7.5,15,2025-08-01,2,,2,0,0.0,1.0,0.0,1.0
218,Edtech,Small,Germany,Partner,237.48,Basic,52.81,273,1,1.2222222222222223,11,2025-09-01,9,-0.33333333333333337,9,0,0.0,2.0,0.0,3.0
219,Media,Small,United States,Referral,120.74,Pro,191.58,607,1,9.15,183,2026-04-01,20,-0.10000000000000003,20,1,0.05,2.0,0.0,3.0
220,Hospitality,Small,India,Partner,306.75,Pro,182.57,426,0,5.461538461538462,71,2026-07-01,13,3.1999999999999997,13,1,0.07692307692307693,4.0,0.0,3.75
221,Media,Enterprise,India,Outbound Sales,1172.02,Basic,47.08,151,1,1.2,6,2026-02-01,5,-0.8,5,0,0.0,0.0,0.0,
222,Logistics,Small,Australia,Referral,76.76,Basic,48.86,304,1,4.3,43,2025-09-01,10,-0.3846153846153846,10,0,0.0,3.0,0.0,3.0
223,Edtech,Mid-Market,United Kingdom,Organic,27.38,Basic,50.53,337,1,3.6363636363636362,40,2026-01-01,11,-0.4,11,0,0.0,3.0,0.0,3.3333333333333335
224,Hospitality,Enterprise,Australia,Outbound Sales,1117.13,Pro,214.4,546,1,13.5,243,2026-04-01,18,-0.5490196078431372,18,0,0.0,2.0,1.0,5.0
225,Real Estate,Mid-Market,United States,Partner,290.17,Enterprise,963.9,364,0,17.90909090909091,197,2026-07-01,11,-0.10000000000000006,11,0,0.0,4.0,0.0,3.5
226,Real Estate,Enterprise,India,Organic,24.56,Pro,256.73,243,1,16.25,130,2026-03-01,8,-0.53125,8,0,0.0,0.0,0.0,
227,Legal,Small,India,Organic,58.11,Enterprise,865.08,487,0,43.6,654,2026-07-01,15,0.040322580645161234,15,1,0.06666666666666667,1.0,1.0,
228,Fintech,Small,United Kingdom,Referral,149.62,Basic,57.22,638,0,5.7,114,2026-07-01,20,-0.22222222222222218,20,1,0.05,4.0,2.0,4.0
229,Logistics,Mid-Market,United States,Paid Search,437.11,Basic,54.76,150,1,3.8,19,2026-06-01,5,-0.4,5,1,0.2,1.0,0.0,5.0
230,Healthcare,Small,United States,Outbound Sales,1042.49,Basic,53.17,517,0,1.3125,21,2026-07-01,16,3.5000000000000004,16,0,0.0,1.0,0.0,5.0
231,Logistics,Small,United States,Organic,50.93,Pro,201.8,242,0,22.285714285714285,156,2026-07-01,7,-0.029411764705882405,7,0,0.0,2.0,0.0,3.5
232,Edtech,Small,India,Outbound Sales,848.38,Pro,252.01,273,0,18.125,145,2026-07-01,8,0.05454545454545455,8,1,0.125,2.0,0.0,4.5
233,Retail,Mid-Market,Germany,Partner,334.49,Pro,184.26,151,1,14.4,72,2026-04-01,5,-0.576271186440678,5,0,0.0,1.0,0.0,5.0
234,Edtech,Mid-Market,United States,Outbound Sales,1036.69,Pro,185.17,607,0,1.9473684210526316,37,2026-07-01,19,-0.7777777777777778,19,0,0.0,3.0,0.0,4.0
235,Hospitality,Small,India,Organic,54.69,Enterprise,830.53,243,1,26.75,214,2026-05-01,8,-0.6,8,1,0.125,2.0,0.0,3.0
236,Real Estate,Mid-Market,India,Organic,40.53,Basic,52.04,59,1,3.5,7,2025-03-01,2,,2,0,0.0,1.0,0.0,1.0
237,Hospitality,Small,Germany,Paid Search,418.85,Pro,207.04,487,1,4.8125,77,2026-06-01,16,-0.5882352941176471,16,0,0.0,4.0,0.0,2.75
238,Media,Small,India,Referral,119.24,Enterprise,872.92,517,0,39.125,626,2026-07-01,16,0.13157894736842105,16,2,0.125,5.0,0.0,3.8
239,Media,Small,Germany,Partner,298.19,Pro,186.45,92,1,6.333333333333333,19,2025-10-01,3,,3,0,0.0,2.0,0.0,1.0
240,Fintech,Small,Canada,Organic,42.86,Pro,250.49,-30,0,14.705882352941176,250,2026-11-01,17,0.17021276595744678,17,0,0.0,2.0,0.0,3.0
241,Retail,Small,United Kingdom,Referral,93.71,Enterprise,1130.78,426,0,29.692307692307693,386,2026-07-01,13,0.07865168539325838,13,0,0.0,1.0,0.0,4.0
242,Media,Small,United States,Paid Search,454.24,Pro,247.22,92,1,7.333333333333333,22,2025-01-01,3,,3,0,0.0,0.0,0.0,
243,Fintech,Small,United Kingdom,Partner,262.99,Basic,63.22,184,1,1.5,9,2025-12-01,6,-0.5,6,3,0.5,3.0,0.0,4.0
244,Legal,Enterprise,United Kingdom,Organic,44.44,Pro,234.45,273,1,7.333333333333333,66,2026-04-01,9,-0.22222222222222218,9,0,0.0,2.0,0.0,2.5
245,Retail,Mid-Market,India,Referral,131.8,Basic,59.86,151,1,1.4,7,2025-03-01,5,0.6666666666666667,5,1,0.2,0.0,0.0,
246,Healthcare,Enterprise,Germany,Organic,58.52,Pro,200.27,244,1,4.25,34,2025-11-01,8,-0.6428571428571428,8,0,0.0,3.0,0.0,2.6666666666666665
247,Fintech,Mid-Market,Germany,Paid Search,495.15,Pro,233.41,426,1,11.714285714285714,164,2026-07-01,14,-0.4761904761904762,14,0,0.0,1.0,0.0,5.0
248,Legal,Small,United States,Organic,77.28,Enterprise,885.75,638,0,29.4,588,2026-07-01,20,0.08333333333333329,20,0,0.0,1.0,0.0,5.0
249,Real Estate,Mid-Market,United States,Outbound Sales,667.9,Basic,51.06,273,0,3.75,30,2026-07-01,8,-0.3529411764705883,8,0,0.0,0.0,0.0,
250,Legal,Mid-Market,India,Referral,104.12,Basic,48.11,61,1,0.0,0,2025-09-01,2,,2,0,0.0,1.0,0.0,2.0
251,Fintech,Mid-Market,Canada,Outbound Sales,646.24,Pro,215.22,120,1,4.25,17,2025-05-01,4,-0.5,4,0,0.0,0.0,0.0,
252,Real Estate,Small,United States,Organic,57.05,Basic,54.18,274,1,6.666666666666667,60,2025-08-01,9,0.052631578947368515,9,0,0.0,4.0,0.0,3.0
253,Edtech,Small,United Kingdom,Referral,64.07,Basic,52.51,273,0,3.5,28,2026-07-01,8,0.25,8,0,0.0,0.0,0.0,
254,Legal,Mid-Market,United States,Partner,232.38,Pro,207.95,152,0,11.5,46,2026-07-01,4,0.1612903225806451,4,0,0.0,1.0,1.0,
255,Edtech,Mid-Market,United Kingdom,Paid Search,266.29,Enterprise,926.56,487,0,23.6,354,2026-07-01,15,-0.13513513513513523,15,0,0.0,3.0,1.0,4.0
256,Real Estate,Mid-Market,United States,Referral,102.82,Basic,52.7,242,0,7.428571428571429,52,2026-07-01,7,0.19999999999999996,7,0,0.0,0.0,0.0,
257,Logistics,Small,United States,Referral,129.71,Basic,52.05,364,0,4.7272727272727275,52,2026-07-01,11,0.0,11,0,0.0,2.0,0.0,3.5
258,Logistics,Small,Australia,Paid Search,417.21,Basic,43.08,122,1,1.75,7,2025-06-01,4,0.19999999999999996,4,0,0.0,1.0,1.0,
259,Manufacturing,Small,India,Organic,54.68,Pro,249.05,517,0,13.75,220,2026-07-01,16,-0.15,16,0,0.0,3.0,0.0,4.333333333333333
260,Fintech,Small,United States,Partner,293.49,Pro,216.52,395,0,15.083333333333334,181,2026-07-01,12,0.1395348837209301,12,0,0.0,1.0,0.0,3.0
261,Edtech,Mid-Market,India,Organic,23.81,Pro,238.69,183,0,17.0,85,2026-07-01,5,-0.22807017543859653,5,1,0.2,1.0,0.0,3.0
262,Fintech,Mid-Market,United States,Referral,127.63,Pro,254.14,92,1,2.3333333333333335,7,2025-07-01,3,,3,1,0.3333333333333333,1.0,0.0,4.0
263,Healthcare,Small,United States,Organic,60.59,Basic,62.78,89,1,1.3333333333333333,4,2025-04-01,3,,3,0,0.0,2.0,0.0,2.0
264,Media,Mid-Market,Germany,Referral,156.68,Basic,53.17,92,1,4.666666666666667,14,2026-01-01,3,,3,0,0.0,0.0,0.0,
265,Legal,Enterprise,United States,Organic,50.6,Pro,194.29,576,0,12.11111111111111,218,2026-07-01,18,-0.15384615384615385,18,1,0.05555555555555555,2.0,0.0,4.0
266,Media,Enterprise,United States,Paid Search,372.65,Basic,49.8,30,1,0.0,0,2024-11-01,1,,1,0,0.0,1.0,1.0,
267,Edtech,Mid-Market,India,Organic,51.74,Pro,179.88,365,1,17.083333333333332,205,2026-02-01,12,-0.5967741935483871,12,0,0.0,4.0,1.0,3.0
268,Media,Mid-Market,India,Paid Search,500.91,Basic,45.21,184,1,3.8333333333333335,23,2025-10-01,6,-0.5625,6,2,0.3333333333333333,0.0,0.0,
269,Hospitality,Mid-Market,United States,Paid Search,344.42,Pro,204.17,304,1,12.9,129,2025-10-01,10,-0.5454545454545454,10,1,0.1,2.0,0.0,3.0
270,Real Estate,Small,United States,Referral,139.33,Enterprise,1077.87,183,0,26.0,130,2026-07-01,5,0.0,5,0,0.0,0.0,0.0,
271,Manufacturing,Mid-Market,United States,Referral,119.07,Basic,44.28,273,0,5.0,40,2026-07-01,8,0.6363636363636365,8,0,0.0,1.0,1.0,
272,Media,Enterprise,India,Organic,75.04,Basic,56.94,273,0,4.25,34,2026-07-01,8,-0.1333333333333334,8,0,0.0,3.0,1.0,4.0
273,Legal,Mid-Market,United Kingdom,Organic,36.38,Basic,56.69,395,0,3.5,42,2026-07-01,12,0.1428571428571427,12,1,0.08333333333333333,2.0,0.0,4.0
274,Legal,Small,United Kingdom,Outbound Sales,1267.0,Pro,254.25,546,1,10.555555555555555,190,2026-06-01,18,-0.5813953488372093,18,1,0.05555555555555555,3.0,0.0,4.333333333333333
275,Real Estate,Mid-Market,India,Partner,325.55,Basic,61.26,30,1,0.0,0,2026-04-01,1,,1,0,0.0,0.0,0.0,
276,Logistics,Mid-Market,India,Paid Search,611.46,Basic,54.5,273,0,4.25,34,2026-07-01,8,-0.24999999999999994,8,0,0.0,0.0,0.0,
277,Real Estate,Small,United Kingdom,Partner,396.73,Basic,42.79,303,0,3.3333333333333335,30,2026-07-01,9,-0.6428571428571428,9,0,0.0,2.0,0.0,4.0
278,Media,Small,United States,Paid Search,420.59,Basic,44.7,122,1,0.25,1,2025-09-01,4,0.0,4,0,0.0,0.0,0.0,
279,Media,Small,United Kingdom,Paid Search,275.32,Basic,42.18,517,0,3.1875,51,2026-07-01,16,0.625,16,2,0.125,3.0,1.0,3.5
280,Real Estate,Mid-Market,United States,Referral,110.89,Basic,46.21,59,1,0.0,0,2025-03-01,2,,2,0,0.0,1.0,1.0,
281,Hospitality,Small,India,Paid Search,456.65,Pro,200.73,-30,0,5.153846153846154,67,2027-05-01,13,0.0,13,1,0.07692307692307693,3.0,0.0,4.666666666666667
282,Media,Small,United States,Paid Search,576.69,Basic,49.09,488,1,6.9375,111,2026-01-01,16,-0.4117647058823529,16,0,0.0,4.0,3.0,4.0
283,Healthcare,Mid-Market,India,Referral,140.4,Pro,176.78,-31,0,17.384615384615383,226,2027-02-01,13,-0.20338983050847464,13,0,0.0,2.0,0.0,3.0
284,Fintech,Small,United States,Organic,57.19,Pro,252.4,183,0,3.8,19,2026-07-01,5,-0.07692307692307686,5,0,0.0,2.0,1.0,4.0
285,Fintech,Small,Australia,Organic,47.64,Enterprise,936.35,395,0,40.583333333333336,487,2026-07-01,12,0.06034482758620696,12,0,0.0,1.0,0.0,4.0
286,Logistics,Small,United States,Organic,56.91,Basic,49.89,61,1,4.0,8,2026-06-01,2,,2,0,0.0,0.0,0.0,
287,Manufacturing,Small,India,Paid Search,620.38,Basic,48.92,334,0,7.3,73,2026-07-01,10,-0.1153846153846153,10,0,0.0,2.0,0.0,4.0
288,Real Estate,Mid-Market,United States,Organic,59.66,Pro,251.8,426,1,19.142857142857142,268,2026-06-01,14,-0.435483870967742,14,0,0.0,1.0,1.0,
289,Manufacturing,Small,India,Referral,124.81,Pro,255.22,150,1,15.8,79,2025-06-01,5,-0.4848484848484848,5,1,0.2,0.0,0.0,
290,Logistics,Mid-Market,India,Partner,229.71,Basic,57.62,183,0,8.2,41,2026-07-01,5,0.2857142857142857,5,0,0.0,1.0,0.0,5.0
291,Logistics,Enterprise,India,Outbound Sales,1171.38,Basic,61.31,577,1,4.421052631578948,84,2026-05-01,19,-0.4117647058823529,19,3,0.15789473684210525,6.0,1.0,4.0
292,Real Estate,Small,United States,Referral,131.52,Basic,43.43,576,0,2.9444444444444446,53,2026-07-01,18,-0.75,18,0,0.0,2.0,0.0,5.0
293,Legal,Small,Australia,Paid Search,534.06,Pro,205.22,303,0,17.333333333333332,156,2026-07-01,9,0.11320754716981131,9,0,0.0,1.0,0.0,3.0
294,Manufacturing,Small,India,Referral,98.98,Basic,41.96,303,0,8.11111111111111,73,2026-07-01,9,0.0,9,0,0.0,1.0,0.0,4.0
295,Healthcare,Mid-Market,India,Referral,135.73,Basic,63.38,335,1,4.090909090909091,45,2026-05-01,11,-0.3333333333333333,11,1,0.09090909090909091,5.0,1.0,3.0
296,Retail,Mid-Market,United States,Organic,40.81,Basic,61.46,576,0,6.055555555555555,109,2026-07-01,18,0.42857142857142855,18,0,0.0,5.0,2.0,4.333333333333333
297,Edtech,Small,India,Organic,68.24,Enterprise,1029.55,426,0,6.615384615384615,86,2026-07-01,13,-0.42857142857142855,13,0,0.0,5.0,0.0,3.8
298,Hospitality,Small,United States,Referral,69.44,Pro,244.62,152,0,9.25,37,2026-07-01,4,0.07142857142857136,4,1,0.25,2.0,0.0,4.0
299,Edtech,Mid-Market,United Kingdom,Referral,129.08,Basic,47.58,123,1,2.5,10,2025-08-01,4,-0.3,4,0,0.0,2.0,0.0,1.5
300,Real Estate,Enterprise,United States,Organic,43.32,Basic,45.72,337,1,4.818181818181818,53,2026-01-01,11,-0.23076923076923067,11,1,0.09090909090909091,2.0,0.0,4.0
301,Hospitality,Small,United States,Organic,42.67,Enterprise,883.84,576,0,44.94444444444444,809,2026-07-01,18,0.051851851851851906,18,0,0.0,2.0,1.0,3.0
302,Real Estate,Small,Germany,Organic,47.53,Basic,55.64,182,1,2.3333333333333335,14,2025-05-01,6,-0.7272727272727273,6,1,0.16666666666666666,0.0,0.0,
303,Logistics,Mid-Market,United Kingdom,Paid Search,318.08,Basic,56.57,-30,0,2.25,18,2026-12-01,8,-0.42857142857142866,8,0,0.0,2.0,0.0,4.0
304,Fintech,Mid-Market,United Kingdom,Referral,83.0,Pro,241.98,122,0,13.333333333333334,40,2026-07-01,3,,3,0,0.0,1.0,0.0,4.0
305,Fintech,Small,United States,Referral,90.28,Basic,52.84,335,1,1.8181818181818181,20,2026-03-01,11,-1.0,11,3,0.2727272727272727,2.0,0.0,4.0
306,Healthcare,Small,India,Partner,347.21,Pro,248.39,638,0,18.85,377,2026-07-01,20,0.16363636363636364,20,0,0.0,3.0,1.0,4.5
307,Logistics,Small,Germany,Outbound Sales,779.87,Pro,230.26,61,1,9.0,18,2025-09-01,2,,2,0,0.0,0.0,0.0,
308,Media,Mid-Market,Australia,Paid Search,291.7,Enterprise,987.41,122,0,14.333333333333334,43,2026-07-01,3,,3,0,0.0,0.0,0.0,
309,Healthcare,Mid-Market,India,Organic,43.41,Pro,170.11,61,1,5.0,10,2025-10-01,2,,2,0,0.0,1.0,0.0,1.0
310,Edtech,Small,United Kingdom,Organic,54.52,Basic,55.23,334,0,4.5,45,2026-07-01,10,-0.4117647058823529,10,1,0.1,3.0,0.0,3.0
311,Logistics,Small,United States,Organic,51.09,Enterprise,956.81,548,0,25.470588235294116,433,2026-07-01,17,0.22388059701492538,17,0,0.0,4.0,0.0,4.0
312,Hospitality,Small,India,Referral,141.24,Basic,48.05,61,1,2.5,5,2025-05-01,2,,2,1,0.5,1.0,0.0,5.0
313,Manufacturing,Enterprise,India,Outbound Sales,813.41,Enterprise,1146.25,90,1,7.0,21,2026-03-01,3,,3,0,0.0,1.0,0.0,2.0
314,Manufacturing,Enterprise,Germany,Paid Search,502.2,Pro,198.58,577,1,10.210526315789474,194,2026-07-01,19,-0.7435897435897435,19,1,0.05263157894736842,2.0,0.0,3.5
315,Legal,Small,Germany,Partner,261.97,Basic,42.04,273,0,6.5,52,2026-07-01,8,-0.25,8,0,0.0,0.0,0.0,
316,Manufacturing,Enterprise,United Kingdom,Paid Search,423.41,Pro,252.46,576,0,19.444444444444443,350,2026-07-01,18,-0.05,18,1,0.05555555555555555,1.0,0.0,3.0
317,Media,Mid-Market,Germany,Organic,80.81,Basic,47.6,92,1,2.6666666666666665,8,2025-10-01,3,,3,1,0.3333333333333333,1.0,0.0,3.0
318,Healthcare,Small,India,Paid Search,416.23,Basic,45.64,576,0,6.222222222222222,112,2026-07-01,18,-0.4761904761904762,18,0,0.0,3.0,2.0,3.0
319,Manufacturing,Small,United States,Organic,56.35,Basic,47.02,395,1,1.4615384615384615,19,2026-04-01,13,-0.5,13,1,0.07692307692307693,2.0,0.0,3.0
320,Fintech,Small,India,Paid Search,456.07,Basic,56.33,548,0,1.6470588235294117,28,2026-07-01,17,-1.0,17,0,0.0,2.0,1.0,5.0
321,Fintech,Small,United States,Referral,91.0,Basic,61.62,395,0,7.333333333333333,88,2026-07-01,12,-0.3448275862068965,12,1,0.08333333333333333,2.0,0.0,4.5
322,Hospitality,Enterprise,India,Organic,55.21,Basic,55.61,31,1,0.0,0,2025-10-01,1,,1,0,0.0,1.0,0.0,2.0
323,Real Estate,Small,United Kingdom,Outbound Sales,773.18,Basic,55.84,668,0,10.0,210,2026-07-01,21,-0.21428571428571436,21,0,0.0,6.0,0.0,4.0
324,Media,Small,United States,Referral,107.67,Basic,59.47,122,1,5.75,23,2025-06-01,4,-0.4090909090909091,4,1,0.25,0.0,0.0,
325,Manufacturing,Mid-Market,Canada,Partner,184.93,Basic,48.88,456,0,2.5714285714285716,36,2026-07-01,14,-0.7000000000000001,14,3,0.21428571428571427,6.0,1.0,3.8
326,Healthcare,Enterprise,India,Organic,61.41,Basic,41.69,395,1,4.230769230769231,55,2026-06-01,13,-0.8666666666666666,13,0,0.0,3.0,1.0,4.0
327,Real Estate,Mid-Market,United States,Paid Search,585.88,Basic,46.7,214,1,6.571428571428571,46,2026-11-01,7,-0.6774193548387096,7,0,0.0,3.0,0.0,2.3333333333333335
328,Real Estate,Small,United States,Paid Search,414.38,Pro,252.13,123,1,5.75,23,2026-01-01,4,-0.4347826086956522,4,1,0.25,0.0,0.0,
329,Manufacturing,Small,United States,Partner,308.16,Pro,188.66,212,1,2.857142857142857,20,2025-04-01,7,-0.7692307692307692,7,0,0.0,1.0,0.0,4.0
330,Real Estate,Mid-Market,United States,Outbound Sales,648.31,Pro,221.15,516,1,6.411764705882353,109,2026-02-01,17,-0.5882352941176471,17,2,0.11764705882352941,2.0,0.0,2.0
331,Fintech,Mid-Market,India,Organic,25.5,Pro,242.2,183,0,18.8,94,2026-07-01,5,-0.05084745762711864,5,1,0.2,1.0,0.0,3.0
332,Edtech,Small,India,Organic,75.76,Basic,54.8,335,1,3.909090909090909,43,2025-10-01,11,-0.28571428571428575,11,0,0.0,5.0,0.0,3.0
333,Logistics,Mid-Market,India,Paid Search,351.58,Basic,59.25,364,0,7.0,77,2026-07-01,11,-0.10000000000000003,11,0,0.0,5.0,0.0,3.6
334,Logistics,Small,Canada,Partner,129.27,Basic,47.05,242,0,9.857142857142858,69,2026-07-01,7,-0.18181818181818182,7,0,0.0,1.0,0.0,4.0
335,Legal,Mid-Market,India,Organic,48.9,Enterprise,987.32,395,0,8.416666666666666,101,2026-07-01,12,1.8181818181818186,12,1,0.08333333333333333,3.0,1.0,3.5
336,Legal,Mid-Market,Australia,Referral,147.64,Basic,58.23,31,1,3.0,3,2025-08-01,1,,1,0,0.0,1.0,0.0,2.0
337,Healthcare,Mid-Market,India,Organic,51.11,Enterprise,837.92,638,0,26.0,520,2026-07-01,20,0.2923076923076922,20,3,0.15,5.0,0.0,3.6
