invoice_id,subscription_id,invoice_date,amount,payment_status,payment_method,retry_count
2618,289,2025-09-01,45.21,failed,card,3
2619,289,2025-10-01,45.21,failed,bank_transfer,2
2620,290,2025-01-01,204.17,paid,card,0
2621,290,2025-02-01,204.17,failed,bank_transfer,1
2622,290,2025-03-01,204.17,paid,upi,0
2623,290,2025-04-01,204.17,paid,card,0
2624,290,2025-05-01,204.17,paid,card,0
2625,290,2025-06-01,204.17,paid,card,0
2626,290,2025-07-01,204.17,paid,card,0
2627,290,2025-08-01,204.17,paid,card,0
2628,290,2025-09-01,204.17,paid,upi,0
2629,290,2025-10-01,204.17,paid,card,0
2630,291,2026-03-01,1077.87,paid,card,0
2631,291,2026-04-01,1077.87,paid,upi,0
2632,291,2026-05-01,1077.87,paid,card,0
2633,291,2026-06-01,1077.87,paid,upi,0
2634,291,2026-07-01,1077.87,paid,card,0
2635,292,2025-12-01,44.28,paid,card,0
2636,292,2026-01-01,44.28,paid,card,0
2637,292,2026-02-01,44.28,paid,card,0
2638,292,2026-03-01,44.28,paid,card,0
2639,292,2026-04-01,44.28,paid,upi,0
2640,292,2026-05-01,44.28,paid,card,0
2641,292,2026-06-01,44.28,paid,card,0
2642,292,2026-07-01,44.28,paid,bank_transfer,0
2643,293,2025-12-01,56.94,paid,bank_transfer,0
2644,293,2026-01-01,56.94,paid,bank_transfer,0
2645,293,2026-02-01,56.94,paid,upi,0
2646,293,2026-03-01,56.94,paid,card,0
2647,293,2026-04-01,56.94,paid,upi,0
2648,293,2026-05-01,56.94,paid,card,0
2649,293,2026-06-01,56.94,paid,bank_transfer,0
2650,293,2026-07-01,56.94,paid,card,0
2651,294,2025-08-01,56.69,paid,card,0
2652,294,2025-09-01,56.69,paid,card,0
2653,294,2025-10-01,56.69,paid,card,0
2654,294,2025-11-01,56.69,paid,card,0
2655,294,2025-12-01,56.69,paid,card,0
2656,294,2026-01-01,56.69,paid,card,0
2657,294,2026-02-01,56.69,paid,card,0
2658,294,2026-03-01,56.69,paid,card,0
2659,294,2026-04-01,56.69,paid,card,0
2660,294,2026-05-01,56.69,failed,card,4
2661,294,2026-06-01,56.69,paid,card,0
2662,294,2026-07-01,56.69,paid,card,0
2663,295,2025-01-01,254.25,paid,card,0
2664,295,2025-02-01,254.25,paid,bank_transfer,0
2665,295,2025-03-01,254.25,paid,card,0
2666,295,2025-04-01,254.25,paid,card,0
2667,295,2025-05-01,254.25,paid,bank_transfer,0
2668,295,2025-06-01,254.25,paid,card,0
2669,295,2025-07-01,254.25,paid,bank_transfer,0
2670,295,2025-08-01,254.25,paid,card,0
2671,295,2025-09-01,254.25,paid,card,0
2672,295,2025-10-01,254.25,paid,upi,0
2673,295,2025-11-01,254.25,failed,bank_transfer,0
2674,295,2025-12-01,254.25,paid,bank_transfer,0
2675,295,2026-01-01,254.25,paid,bank_transfer,0
2676,295,2026-02-01,254.25,paid,card,0
2677,295,2026-03-01,254.25,paid,card,0
2678,295,2026-04-01,254.25,paid,bank_transfer,0
2679,295,2026-05-01,254.25,paid,card,0
2680,295,2026-06-01,254.25,paid,card,0
2681,296,2026-04-01,61.26,paid,bank_transfer,0
2682,297,2025-12-01,54.5,paid,card,0
2683,297,2026-01-01,54.5,paid,bank_transfer,0
2684,297,2026-02-01,54.5,paid,card,0
2685,297,2026-03-01,54.5,paid,bank_transfer,0
2686,297,2026-04-01,54.5,paid,bank_transfer,0
2687,297,2026-05-01,54.5,paid,card,0
2688,297,2026-06-01,54.5,paid,card,0
2689,297,2026-07-01,54.5,paid,card,0
2690,298,2025-11-01,42.79,paid,bank_transfer,0
2691,298,2025-12-01,42.79,paid,card,0
2692,298,2026-01-01,42.79,paid,card,0
2693,298,2026-02-01,42.79,paid,card,0
2694,298,2026-03-01,42.79,paid,upi,0
2695,298,2026-04-01,42.79,paid,upi,0
2696,298,2026-05-01,42.79,paid,card,0
2697,298,2026-06-01,42.79,paid,card,0
2698,298,2026-07-01,42.79,paid,card,0
2699,299,2025-06-01,44.7,paid,card,0
2700,299,2025-07-01,44.7,paid,bank_transfer,0
2701,299,2025-08-01,44.7,paid,card,0
2702,299,2025-09-01,44.7,paid,card,0
2703,300,2025-04-01,42.18,paid,card,0
2704,300,2025-05-01,42.18,failed,card,1
2705,300,2025-06-01,42.18,paid,card,0
2706,300,2025-07-01,42.18,paid,card,0
2707,300,2025-08-01,42.18,paid,card,0
2708,300,2025-09-01,42.18,paid,card,0
2709,300,2025-10-01,42.18,paid,bank_transfer,0
2710,300,2025-11-01,42.18,failed,card,1
2711,300,2025-12-01,42.18,paid,card,0
2712,300,2026-01-01,42.18,paid,card,0
2713,300,2026-02-01,42.18,paid,card,0
2714,300,2026-03-01,42.18,paid,bank_transfer,0
2715,300,2026-04-01,42.18,paid,card,0
2716,300,2026-05-01,42.18,paid,upi,0
2717,300,2026-06-01,42.18,paid,card,0
2718,300,2026-07-01,42.18,paid,card,0
2719,301,2025-02-01,46.21,paid,card,0
2720,301,2025-03-01,46.21,paid,card,0
2721,303,2026-05-01,200.73,paid,card,0
2722,303,2026-06-01,200.73,paid,card,0
2723,303,2026-07-01,200.73,paid,card,0
2724,303,2026-08-01,200.73,paid,bank_transfer,0
2725,303,2026-09-01,200.73,failed,card,2
2726,303,2026-10-01,200.73,paid,card,0
2727,303,2026-11-01,200.73,paid,card,0
2728,303,2026-12-01,200.73,paid,card,0
2729,303,2027-01-01,200.73,paid,bank_transfer,0
2730,303,2027-02-01,200.73,paid,card,0
2731,303,2027-03-01,200.73,paid,card,0
2732,303,2027-04-01,200.73,paid,bank_transfer,0
2733,303,2027-05-01,200.73,paid,card,0
2734,304,2024-10-01,49.09,paid,card,0
2735,304,2024-11-01,49.09,paid,card,0
2736,304,2024-12-01,49.09,paid,card,0
2737,304,2025-01-01,49.09,paid,card,0
2738,304,2025-02-01,49.09,paid,card,0
2739,304,2025-03-01,49.09,paid,upi,0
2740,304,2025-04-01,49.09,paid,card,0
2741,304,2025-05-01,49.09,paid,card,0
2742,304,2025-06-01,49.09,paid,card,0
2743,304,2025-07-01,49.09,paid,bank_transfer,0
2744,304,2025-08-01,49.09,paid,bank_transfer,0
2745,304,2025-09-01,49.09,paid,card,0
2746,304,2025-10-01,49.09,paid,card,0
2747,304,2025-11-01,49.09,paid,card,0
2748,304,2025-12-01,49.09,paid,card,0
2749,304,2026-01-01,49.09,paid,card,0
2750,306,2026-02-01,176.78,paid,card,0
2751,306,2026-03-01,176.78,paid,card,0
2752,306,2026-04-01,176.78,paid,card,0
2753,306,2026-05-01,176.78,paid,card,0
2754,306,2026-06-01,176.78,paid,card,0
2755,306,2026-07-01,176.78,paid,card,0
2756,306,2026-08-01,176.78,paid,card,0
2757,306,2026-09-01,176.78,paid,card,0
2758,306,2026-10-01,176.78,paid,upi,0
2759,306,2026-11-01,176.78,paid,bank_transfer,0
2760,306,2026-12-01,176.78,paid,card,0
2761,306,2027-01-01,176.78,paid,bank_transfer,0
2762,306,2027-02-01,176.78,paid,bank_transfer,0
2763,307,2026-03-01,252.4,paid,upi,0
2764,307,2026-04-01,252.4,paid,card,0
2765,307,2026-05-01,252.4,paid,card,0
2766,307,2026-06-01,252.4,paid,card,0
2767,307,2026-07-01,252.4,paid,card,0
2768,308,2025-08-01,936.35,paid,card,0
2769,308,2025-09-01,936.35,paid,card,0
2770,308,2025-10-01,936.35,paid,upi,0
2771,308,2025-11-01,936.35,paid,card,0
2772,308,2025-12-01,936.35,paid,card,0
2773,308,2026-01-01,936.35,paid,card,0
2774,308,2026-02-01,936.35,paid,card,0
2775,308,2026-03-01,936.35,paid,bank_transfer,0
2776,308,2026-04-01,936.35,paid,card,0
2777,308,2026-05-01,936.35,paid,bank_transfer,0
2778,308,2026-06-01,936.35,paid,card,0
2779,308,2026-07-01,936.35,paid,upi,0
2780,311,2026-05-01,49.89,paid,card,0
2781,311,2026-06-01,49.89,paid,bank_transfer,0
2782,312,2025-10-01,48.92,paid,card,0
2783,312,2025-11-01,48.92,paid,card,0
2784,312,2025-12-01,48.92,paid,card,0
2785,312,2026-01-01,48.92,paid,card,0
2786,312,2026-02-01,48.92,paid,card,0
2787,312,2026-03-01,48.92,paid,bank_transfer,0
2788,312,2026-04-01,48.92,paid,card,0
2789,312,2026-05-01,48.92,paid,bank_transfer,0
2790,312,2026-06-01,48.92,paid,bank_transfer,0
2791,312,2026-07-01,48.92,paid,card,0
2792,313,2025-05-01,251.8,paid,card,0
2793,313,2025-06-01,251.8,paid,card,0
2794,313,2025-07-01,251.8,paid,upi,0
2795,313,2025-08-01,251.8,paid,card,0
2796,313,2025-09-01,251.8,paid,card,0
2797,313,2025-10-01,251.8,paid,card,0
2798,313,2025-11-01,251.8,paid,card,0
2799,313,2025-12-01,251.8,paid,card,0
2800,313,2026-01-01,251.8,paid,card,0
2801,313,2026-02-01,251.8,paid,upi,0
2802,313,2026-03-01,251.8,paid,bank_transfer,0
2803,313,2026-04-01,251.8,paid,card,0
2804,313,2026-05-01,251.8,paid,card,0
2805,313,2026-06-01,251.8,paid,upi,0
2806,314,2025-02-01,255.22,paid,card,0
2807,314,2025-03-01,255.22,paid,upi,0
2808,314,2025-04-01,255.22,paid,upi,0
2809,314,2025-05-01,255.22,paid,upi,0
2810,314,2025-06-01,255.22,failed,bank_transfer,2
2811,315,2026-03-01,57.62,paid,bank_transfer,0
2812,315,2026-04-01,57.62,paid,card,0
2813,315,2026-05-01,57.62,paid,card,0
2814,315,2026-06-01,57.62,paid,card,0
2815,315,2026-07-01,57.62,paid,card,0
2816,316,2024-11-01,61.31,failed,card,0
2817,316,2024-12-01,61.31,paid,card,0
2818,316,2025-01-01,61.31,paid,bank_transfer,0
2819,316,2025-02-01,61.31,paid,card,0
2820,316,2025-03-01,61.31,paid,bank_transfer,0
2821,316,2025-04-01,61.31,paid,bank_transfer,0
2822,316,2025-05-01,61.31,paid,card,0
2823,316,2025-06-01,61.31,paid,bank_transfer,0
2824,316,2025-07-01,61.31,paid,card,0
2825,316,2025-08-01,61.31,paid,card,0
2826,316,2025-09-01,61.31,paid,bank_transfer,0
2827,316,2025-10-01,61.31,paid,card,0
2828,316,2025-11-01,61.31,paid,card,0
2829,316,2025-12-01,61.31,paid,upi,0
2830,316,2026-01-01,61.31,paid,card,0
2831,316,2026-02-01,61.31,paid,card,0
2832,316,2026-03-01,61.31,paid,bank_transfer,0
2833,316,2026-04-01,61.31,failed,card,2
2834,316,2026-05-01,61.31,failed,card,4
2835,317,2025-02-01,43.43,paid,card,0
2836,317,2025-03-01,43.43,paid,card,0
2837,317,2025-04-01,43.43,paid,card,0
2838,317,2025-05-01,43.43,paid,card,0
2839,317,2025-06-01,43.43,paid,bank_transfer,0
2840,317,2025-07-01,43.43,paid,bank_transfer,0
2841,317,2025-08-01,43.43,paid,card,0
2842,317,2025-09-01,43.43,paid,card,0
2843,317,2025-10-01,43.43,paid,card,0
2844,317,2025-11-01,43.43,paid,card,0
2845,317,2025-12-01,43.43,paid,upi,0
2846,317,2026-01-01,43.43,paid,card,0
2847,317,2026-02-01,43.43,paid,upi,0
2848,317,2026-03-01,43.43,paid,card,0
2849,317,2026-04-01,43.43,paid,card,0
2850,317,2026-05-01,43.43,paid,card,0
2851,317,2026-06-01,43.43,paid,card,0
2852,317,2026-07-01,43.43,paid,card,0
2853,318,2025-11-01,205.22,paid,card,0
2854,318,2025-12-01,205.22,paid,card,0
2855,318,2026-01-01,205.22,paid,card,0
2856,318,2026-02-01,205.22,paid,card,0
2857,318,2026-03-01,205.22,paid,card,0
2858,318,2026-04-01,205.22,paid,card,0
2859,318,2026-05-01,205.22,paid,upi,0
2860,318,2026-06-01,205.22,paid,card,0
2861,318,2026-07-01,205.22,paid,card,0
2862,319,2025-11-01,41.96,paid,card,0
2863,319,2025-12-01,41.96,paid,card,0
2864,319,2026-01-01,41.96,paid,upi,0
2865,319,2026-02-01,41.96,paid,card,0
2866,319,2026-03-01,41.96,paid,card,0
2867,319,2026-04-01,41.96,paid,card,0
2868,319,2026-05-01,41.96,paid,card,0
2869,319,2026-06-01,41.96,paid,bank_transfer,0
2870,319,2026-07-01,41.96,paid,card,0
2871,320,2025-07-01,63.38,paid,upi,0
2872,320,2025-08-01,63.38,paid,card,0
2873,320,2025-09-01,63.38,paid,bank_transfer,0
2874,320,2025-10-01,63.38,failed,upi,1
2875,320,2025-11-01,63.38,paid,card,0
2876,320,2025-12-01,63.38,paid,bank_transfer,0
2877,320,2026-01-01,63.38,paid,card,0
2878,320,2026-02-01,63.38,paid,bank_transfer,0
2879,320,2026-03-01,63.38,paid,card,0
2880,320,2026-04-01,63.38,paid,card,0
2881,320,2026-05-01,63.38,paid,card,0
2882,321,2025-02-01,61.46,paid,card,0
2883,321,2025-03-01,61.46,paid,card,0
2884,321,2025-04-01,61.46,paid,bank_transfer,0
2885,321,2025-05-01,61.46,paid,card,0
2886,321,2025-06-01,61.46,paid,card,0
2887,321,2025-07-01,61.46,paid,card,0
2888,321,2025-08-01,61.46,paid,card,0
2889,321,2025-09-01,61.46,paid,bank_transfer,0
2890,321,2025-10-01,61.46,paid,card,0
2891,321,2025-11-01,61.46,paid,bank_transfer,0
2892,321,2025-12-01,61.46,paid,card,0
2893,321,2026-01-01,61.46,paid,card,0
2894,321,2026-02-01,61.46,paid,card,0
2895,321,2026-03-01,61.46,paid,bank_transfer,0
2896,321,2026-04-01,61.46,paid,bank_transfer,0
2897,321,2026-05-01,61.46,paid,card,0
2898,321,2026-06-01,61.46,paid,card,0
2899,321,2026-07-01,61.46,paid,card,0
2900,322,2025-07-01,1029.55,paid,bank_transfer,0
2901,322,2025-08-01,1029.55,paid,card,0
2902,322,2025-09-01,1029.55,paid,card,0
2903,322,2025-10-01,1029.55,paid,upi,0
2904,322,2025-11-01,1029.55,paid,card,0
2905,322,2025-12-01,1029.55,paid,card,0
2906,322,2026-01-01,1029.55,paid,upi,0
2907,322,2026-02-01,1029.55,paid,card,0
2908,322,2026-03-01,1029.55,paid,bank_transfer,0
2909,322,2026-04-01,1029.55,paid,card,0
2910,322,2026-05-01,1029.55,paid,card,0
2911,322,2026-06-01,1029.55,paid,upi,0
2912,322,2026-07-01,1029.55,paid,card,0
2913,323,2026-04-01,244.62,failed,card,2
2914,323,2026-05-01,244.62,paid,card,0
2915,323,2026-06-01,244.62,paid,card,0
2916,323,2026-07-01,244.62,paid,card,0
2917,324,2025-05-01,47.58,paid,card,0
2918,324,2025-06-01,47.58,paid,card,0
2919,324,2025-07-01,47.58,paid,card,0
2920,324,2025-08-01,47.58,paid,card,0
2921,325,2025-03-01,45.72,paid,card,0
2922,325,2025-04-01,45.72,paid,bank_transfer,0
2923,325,2025-05-01,45.72,paid,card,0
2924,325,2025-06-01,45.72,paid,upi,0
2925,325,2025-07-01,45.72,paid,upi,0
2926,325,2025-08-01,45.72,paid,upi,0
2927,325,2025-09-01,45.72,paid,bank_transfer,0
2928,325,2025-10-01,45.72,paid,bank_transfer,0
2929,325,2025-11-01,45.72,paid,card,0
2930,325,2025-12-01,45.72,paid,card,0
2931,325,2026-01-01,45.72,failed,card,4
2932,326,2025-02-01,883.84,paid,bank_transfer,0
2933,326,2025-03-01,883.84,paid,card,0
2934,326,2025-04-01,883.84,paid,card,0
2935,326,2025-05-01,883.84,paid,card,0
2936,326,2025-06-01,883.84,paid,card,0
2937,326,2025-07-01,883.84,paid,bank_transfer,0
2938,326,2025-08-01,883.84,paid,card,0
2939,326,2025-09-01,883.84,paid,card,0
2940,326,2025-10-01,883.84,paid,card,0
2941,326,2025-11-01,883.84,paid,upi,0
2942,326,2025-12-01,883.84,paid,upi,0
2943,326,2026-01-01,883.84,paid,card,0
2944,326,2026-02-01,883.84,paid,card,0
2945,326,2026-03-01,883.84,paid,card,0
2946,326,2026-04-01,883.84,paid,card,0
2947,326,2026-05-01,883.84,paid,upi,0
2948,326,2026-06-01,883.84,paid,upi,0
2949,326,2026-07-01,883.84,paid,bank_transfer,0
2950,327,2024-12-01,55.64,paid,card,0
2951,327,2025-01-01,55.64,paid,card,0
2952,327,2025-02-01,55.64,paid,card,0
2953,327,2025-03-01,55.64,paid,card,0
2954,327,2025-04-01,55.64,paid,bank_transfer,0
2955,327,2025-05-01,55.64,failed,card,2
2956,329,2026-05-01,56.57,paid,bank_transfer,0
2957,329,2026-06-01,56.57,paid,card,0
2958,329,2026-07-01,56.57,paid,card,0
2959,329,2026-08-01,56.57,paid,bank_transfer,0
2960,329,2026-09-01,56.57,paid,card,0
2961,329,2026-10-01,56.57,paid,card,0
2962,329,2026-11-01,56.57,paid,card,0
2963,329,2026-12-01,56.57,paid,card,0
2964,330,2026-05-01,241.98,paid,card,0
2965,330,2026-06-01,241.98,paid,card,0
2966,330,2026-07-01,241.98,paid,card,0
2967,331,2025-05-01,52.84,paid,card,0
2968,331,2025-06-01,52.84,paid,card,0
2969,331,2025-07-01,52.84,paid,upi,0
2970,331,2025-08-01,52.84,failed,card,3
2971,331,2025-09-01,52.84,failed,bank_transfer,2
2972,331,2025-10-01,52.84,paid,bank_transfer,0
2973,331,2025-11-01,52.84,paid,card,0
2974,331,2025-12-01,52.84,paid,card,0
2975,331,2026-01-01,52.84,paid,card,0
2976,331,2026-02-01,52.84,failed,card,1
2977,331,2026-03-01,52.84,paid,card,0
2978,332,2024-12-01,248.39,paid,card,0
2979,332,2025-01-01,248.39,paid,card,0
2980,332,2025-02-01,248.39,paid,upi,0
2981,332,2025-03-01,248.39,paid,card,0
2982,332,2025-04-01,248.39,paid,card,0
2983,332,2025-05-01,248.39,paid,card,0
2984,332,2025-06-01,248.39,paid,card,0
2985,332,2025-07-01,248.39,paid,card,0
2986,332,2025-08-01,248.39,paid,card,0
2987,332,2025-09-01,248.39,paid,card,0
2988,332,2025-10-01,248.39,paid,card,0
2989,332,2025-11-01,248.39,paid,card,0
2990,332,2025-12-01,248.39,paid,card,0
2991,332,2026-01-01,248.39,paid,card,0
2992,332,2026-02-01,248.39,paid,card,0
2993,332,2026-03-01,248.39,paid,card,0
2994,332,2026-04-01,248.39,paid,card,0
2995,332,2026-05-01,248.39,paid,bank_transfer,0
2996,332,2026-06-01,248.39,paid,bank_transfer,0
2997,332,2026-07-01,248.39,paid,card,0
2998,333,2025-08-01,230.26,paid,card,0
2999,333,2025-09-01,230.26,paid,card,0
3000,334,2026-05-01,987.41,paid,card,0
3001,334,2026-06-01,987.41,paid,card,0
3002,334,2026-07-01,987.41,paid,card,0
3003,336,2025-09-01,170.11,paid,bank_transfer,0
3004,336,2025-10-01,170.11,paid,card,0
3005,337,2025-10-01,55.23,paid,card,0
3006,337,2025-11-01,55.23,paid,bank_transfer,0
3007,337,2025-12-01,55.23,paid,upi,0
3008,337,2026-01-01,55.23,failed,bank_transfer,1
3009,337,2026-02-01,55.23,paid,card,0
3010,337,2026-03-01,55.23,paid,card,0
3011,337,2026-04-01,55.23,paid,card,0
3012,337,2026-05-01,55.23,paid,card,0
3013,337,2026-06-01,55.23,paid,card,0
3014,337,2026-07-01,55.23,paid,card,0
3015,338,2025-03-01,956.81,paid,upi,0
3016,338,2025-04-01,956.81,paid,card,0
3017,338,2025-05-01,956.81,paid,card,0
3018,338,2025-06-01,956.81,paid,card,0
3019,338,2025-07-01,956.81,paid,upi,0
3020,338,2025-08-01,956.81,paid,card,0
3021,338,2025-09-01,956.81,paid,card,0
3022,338,2025-10-01,956.81,paid,card,0
3023,338,2025-11-01,956.81,paid,card,0
3024,338,2025-12-01,956.81,paid,bank_transfer,0
3025,338,2026-01-01,956.81,paid,card,0
3026,338,2026-02-01,956.81,paid,card,0
3027,338,2026-03-01,956.81,paid,card,0
3028,338,2026-04-01,956.81,paid,card,0
3029,338,2026-05-01,956.81,paid,card,0
3030,338,2026-06-01,956.81,paid,upi,0
3031,338,2026-07-01,956.81,paid,card,0
3032,339,2025-04-01,48.05,failed,bank_transfer,0
3033,339,2025-05-01,48.05,paid,card,0
3034,340,2026-01-01,1146.25,paid,card,0
3035,340,2026-02-01,1146.25,paid,card,0
3036,340,2026-03-01,1146.25,paid,card,0
3037,341,2025-01-01,198.58,paid,card,0
3038,341,2025-02-01,198.58,paid,card,0
3039,341,2025-03-01,198.58,paid,bank_transfer,0
3040,341,2025-04-01,198.58,paid,upi,0
3041,341,2025-05-01,198.58,paid,card,0
3042,341,2025-06-01,198.58,paid,card,0
3043,341,2025-07-01,198.58,paid,card,0
3044,341,2025-08-01,198.58,paid,card,0
3045,341,2025-09-01,198.58,paid,card,0
3046,341,2025-10-01,198.58,paid,card,0
3047,341,2025-11-01,198.58,paid,bank_transfer,0
3048,341,2025-12-01,198.58,paid,card,0
3049,341,2026-01-01,198.58,paid,card,0
3050,341,2026-02-01,198.58,paid,bank_transfer,0
3051,341,2026-03-01,198.58,paid,card,0
3052,341,2026-04-01,198.58,paid,card,0
3053,341,2026-05-01,198.58,paid,card,0
3054,341,2026-06-01,198.58,paid,card,0
3055,341,2026-07-01,198.58,failed,card,1
3056,342,2025-12-01,42.04,paid,bank_transfer,0
3057,342,2026-01-01,42.04,paid,card,0
3058,342,2026-02-01,42.04,paid,card,0
3059,342,2026-03-01,42.04,paid,card,0
3060,342,2026-04-01,42.04,paid,card,0
3061,342,2026-05-01,42.04,paid,card,0
3062,342,2026-06-01,42.04,paid,card,0
3063,342,2026-07-01,42.04,paid,bank_transfer,0
3064,343,2025-02-01,252.46,paid,upi,0
3065,343,2025-03-01,252.46,paid,card,0
3066,343,2025-04-01,252.46,paid,card,0
3067,343,2025-05-01,252.46,paid,card,0
3068,343,2025-06-01,252.46,paid,card,0
3069,343,2025-07-01,252.46,paid,card,0
3070,343,2025-08-01,252.46,paid,upi,0
3071,343,2025-09-01,252.46,paid,card,0
3072,343,2025-10-01,252.46,failed,upi,2
3073,343,2025-11-01,252.46,paid,card,0
3074,343,2025-12-01,252.46,paid,card,0
3075,343,2026-01-01,252.46,paid,card,0
3076,343,2026-02-01,252.46,paid,card,0
3077,343,2026-03-01,252.46,paid,card,0
3078,343,2026-04-01,252.46,paid,bank_transfer,0
3079,343,2026-05-01,252.46,paid,upi,0
3080,343,2026-06-01,252.46,paid,card,0
3081,343,2026-07-01,252.46,paid,bank_transfer,0
3082,344,2025-08-01,47.6,paid,bank_transfer,0
3083,344,2025-09-01,47.6,paid,card,0
3084,344,2025-10-01,47.6,failed,card,0
3085,345,2025-02-01,45.64,paid,card,0
3086,345,2025-03-01,45.64,paid,card,0
3087,345,2025-04-01,45.64,paid,card,0
3088,345,2025-05-01,45.64,paid,card,0
3089,345,2025-06-01,45.64,paid,card,0
3090,345,2025-07-01,45.64,paid,card,0
3091,345,2025-08-01,45.64,paid,card,0
3092,345,2025-09-01,45.64,paid,upi,0
3093,345,2025-10-01,45.64,paid,card,0
3094,345,2025-11-01,45.64,paid,card,0
3095,345,2025-12-01,45.64,paid,bank_transfer,0
3096,345,2026-01-01,45.64,paid,card,0
3097,345,2026-02-01,45.64,paid,bank_transfer,0
3098,345,2026-03-01,45.64,paid,upi,0
3099,345,2026-04-01,45.64,paid,card,0
3100,345,2026-05-01,45.64,paid,bank_transfer,0
3101,345,2026-06-01,45.64,paid,card,0
3102,345,2026-07-01,45.64,paid,card,0
3103,346,2025-04-01,47.02,paid,bank_transfer,0
3104,346,2025-05-01,47.02,paid,card,0
3105,346,2025-06-01,47.02,paid,card,0
3106,346,2025-07-01,47.02,paid,bank_transfer,0
3107,346,2025-08-01,47.02,paid,card,0
3108,346,2025-09-01,47.02,paid,bank_transfer,0
3109,346,2025-10-01,47.02,paid,card,0
3110,346,2025-11-01,47.02,paid,upi,0
3111,346,2025-12-01,47.02,paid,card,0
3112,346,2026-01-01,47.02,paid,bank_transfer,0
3113,346,2026-02-01,47.02,paid,card,0
3114,346,2026-03-01,47.02,paid,card,0
3115,346,2026-04-01,47.02,failed,card,2
3116,347,2025-03-01,56.33,paid,bank_transfer,0
3117,347,2025-04-01,56.33,paid,bank_transfer,0
3118,347,2025-05-01,56.33,paid,card,0
3119,347,2025-06-01,56.33,paid,card,0
3120,347,2025-07-01,56.33,paid,card,0
3121,347,2025-08-01,56.33,paid,card,0
3122,347,2025-09-01,56.33,paid,card,0
3123,347,2025-10-01,56.33,paid,upi,0
3124,347,2025-11-01,56.33,paid,card,0
3125,347,2025-12-01,56.33,paid,card,0
3126,347,2026-01-01,56.33,paid,bank_transfer,0
3127,347,2026-02-01,56.33,paid,card,0
3128,347,2026-03-01,56.33,paid,card,0
3129,347,2026-04-01,56.33,paid,bank_transfer,0
3130,347,2026-05-01,56.33,paid,card,0
3131,347,2026-06-01,56.33,paid,card,0
3132,347,2026-07-01,56.33,paid,bank_transfer,0
3133,348,2025-08-01,61.62,paid,card,0
3134,348,2025-09-01,61.62,paid,bank_transfer,0
3135,348,2025-10-01,61.62,failed,card,4
3136,348,2025-11-01,61.62,paid,bank_transfer,0
3137,348,2025-12-01,61.62,paid,card,0
3138,348,2026-01-01,61.62,paid,card,0
3139,348,2026-02-01,61.62,paid,card,0
3140,348,2026-03-01,61.62,paid,card,0
3141,348,2026-04-01,61.62,paid,card,0
3142,348,2026-05-01,61.62,paid,card,0
3143,348,2026-06-01,61.62,paid,card,0
3144,348,2026-07-01,61.62,paid,upi,0
3145,349,2025-10-01,55.61,paid,card,0
3146,350,2024-11-01,55.84,paid,card,0
3147,350,2024-12-01,55.84,paid,card,0
3148,350,2025-01-01,55.84,paid,card,0
3149,350,2025-02-01,55.84,paid,bank_transfer,0
3150,350,2025-03-01,55.84,paid,card,0
3151,350,2025-04-01,55.84,paid,upi,0
3152,350,2025-05-01,55.84,paid,card,0
3153,350,2025-06-01,55.84,paid,card,0
3154,350,2025-07-01,55.84,paid,card,0
3155,350,2025-08-01,55.84,paid,card,0
3156,350,2025-09-01,55.84,paid,card,0
3157,350,2025-10-01,55.84,paid,upi,0
3158,350,2025-11-01,55.84,paid,card,0
3159,350,2025-12-01,55.84,paid,card,0
3160,350,2026-01-01,55.84,paid,card,0
3161,350,2026-02-01,55.84,paid,bank_transfer,0
3162,350,2026-03-01,55.84,paid,card,0
3163,350,2026-04-01,55.84,paid,bank_transfer,0
3164,350,2026-05-01,55.84,paid,card,0
3165,350,2026-06-01,55.84,paid,card,0
3166,350,2026-07-01,55.84,paid,card,0
3167,351,2025-03-01,59.47,paid,card,0
3168,351,2025-04-01,59.47,paid,card,0
3169,351,2025-05-01,59.47,paid,card,0
3170,351,2025-06-01,59.47,failed,upi,0
3171,352,2025-06-01,48.88,paid,bank_transfer,0
3172,352,2025-07-01,48.88,paid,card,0
3173,352,2025-08-01,48.88,paid,card,0
3174,352,2025-09-01,48.88,paid,card,0
3175,352,2025-10-01,48.88,paid,bank_transfer,0
3176,352,2025-11-01,48.88,failed,card,0
3177,352,2025-12-01,48.88,paid,upi,0
3178,352,2026-01-01,48.88,paid,card,0
3179,352,2026-02-01,48.88,failed,bank_transfer,1
3180,352,2026-03-01,48.88,failed,bank_transfer,2
3181,352,2026-04-01,48.88,paid,bank_transfer,0
3182,352,2026-05-01,48.88,paid,bank_transfer,0
3183,352,2026-06-01,48.88,paid,card,0
3184,352,2026-07-01,48.88,paid,upi,0
3185,353,2025-06-01,41.69,paid,card,0
3186,353,2025-07-01,41.69,paid,upi,0
3187,353,2025-08-01,41.69,paid,upi,0
3188,353,2025-09-01,41.69,paid,card,0
3189,353,2025-10-01,41.69,paid,bank_transfer,0
3190,353,2025-11-01,41.69,paid,card,0
3191,353,2025-12-01,41.69,paid,card,0
3192,353,2026-01-01,41.69,paid,card,0
3193,353,2026-02-01,41.69,paid,card,0
3194,353,2026-03-01,41.69,paid,card,0
3195,353,2026-04-01,41.69,paid,upi,0
3196,353,2026-05-01,41.69,paid,bank_transfer,0
3197,353,2026-06-01,41.69,paid,card,0
