customer_id,company_name,industry,company_size,country,signup_date,acquisition_channel,cac
332,"Turner, Ortiz and Taylor",Edtech,Small,India,2024-12-01,Organic,75.76
333,Torres Group,Logistics,Mid-Market,India,2025-09-01,Paid Search,351.58
334,Davis PLC,Logistics,Small,Canada,2026-01-01,Partner,129.27
335,Price LLC,Legal,Mid-Market,India,2025-08-01,Organic,48.9
336,"Avery, Horton and Fernandez",Legal,Mid-Market,Australia,2025-08-01,Referral,147.64
337,"Newton, Moore and Perry",Healthcare,Mid-Market,India,2024-12-01,Organic,51.11
338,Bass PLC,Media,Small,United States,2024-11-01,Referral,171.66
339,Crosby-Ramirez,Legal,Small,United States,2024-12-01,Outbound Sales,719.44
340,"Wood, Ramos and Sampson",Real Estate,Small,Germany,2025-04-01,Referral,158.96
341,Garcia-Jennings,Real Estate,Small,United States,2025-02-01,Referral,96.55
342,"Winters, Newman and Brown",Healthcare,Mid-Market,Canada,2024-12-01,Organic,60.99
343,Lopez-Martinez,Edtech,Mid-Market,United States,2025-07-01,Organic,53.51
344,Davis-Lewis,Edtech,Enterprise,India,2025-08-01,Organic,38.43
345,"Harper, Smith and Buchanan",Hospitality,Mid-Market,United States,2025-10-01,Outbound Sales,1227.51
346,Zhang PLC,Real Estate,Small,United Kingdom,2025-11-01,Organic,72.49
347,Jones PLC,Media,Mid-Market,United States,2026-02-01,Paid Search,254.51
348,Willis and Sons,Manufacturing,Small,United States,2026-02-01,Organic,25.65
349,Schroeder-Kramer,Logistics,Mid-Market,India,2025-12-01,Organic,53.8
350,"Smith, Garrison and Thomas",Logistics,Small,United States,2026-01-01,Partner,319.94
351,Fernandez and Sons,Healthcare,Small,United Kingdom,2025-11-01,Partner,222.09
352,Guerrero Inc,Manufacturing,Small,Australia,2026-04-01,Organic,56.29
353,Smith and Sons,Legal,Mid-Market,United Kingdom,2025-01-01,Partner,302.29
354,"Morris, Thompson and Williams",Edtech,Small,India,2025-09-01,Referral,75.24
355,"Fisher, Wilson and Brown",Real Estate,Mid-Market,India,2025-03-01,Referral,129.86
356,Strickland-Palmer,Hospitality,Small,India,2025-01-01,Organic,61.25
357,Hayes and Sons,Healthcare,Small,Canada,2025-09-01,Organic,66.1
358,"Williams, Logan and Camacho",Logistics,Small,United Kingdom,2025-06-01,Referral,107.32
359,"Turner, Schneider and Johnson",Manufacturing,Small,Germany,2025-04-01,Referral,76.5
360,Boone-Simmons,Logistics,Small,Australia,2025-03-01,Outbound Sales,651.08
361,Henry Group,Legal,Small,United Kingdom,2025-05-01,Partner,172.59
362,Lam LLC,Logistics,Small,United States,2025-08-01,Referral,163.72
363,"Hernandez, Martinez and Weber",Retail,Small,United States,2025-10-01,Referral,186.43
364,"Kelley, Nguyen and Vang",Fintech,Mid-Market,India,2025-07-01,Referral,111.12
365,"Phillips, Wagner and Jordan",Healthcare,Small,Germany,2025-08-01,Organic,49.91
366,"Wilson, Pena and Rich",Hospitality,Mid-Market,United States,2024-11-01,Partner,398.43
367,"Le, Lewis and Hayes",Real Estate,Small,India,2025-10-01,Paid Search,401.42
368,Gutierrez Group,Real Estate,Mid-Market,United States,2024-12-01,Referral,93.42
369,Perry-Davis,Fintech,Mid-Market,Australia,2026-06-01,Referral,175.85
370,Edwards-Scott,Logistics,Small,India,2025-01-01,Partner,219.25
371,Mcdaniel Group,Healthcare,Small,India,2025-07-01,Organic,32.36
372,Davis Inc,Media,Small,Germany,2024-10-01,Organic,35.32
373,Reynolds Ltd,Healthcare,Mid-Market,Australia,2025-03-01,Organic,62.91
374,"Watson, Anderson and Brown",Fintech,Small,Germany,2025-02-01,Paid Search,428.07
375,"Hoffman, Santiago and Jenkins",Hospitality,Mid-Market,United States,2025-01-01,Referral,33.86
376,"Pugh, Henderson and Moon",Healthcare,Small,United States,2025-10-01,Referral,115.17
377,Schmitt PLC,Healthcare,Small,United Kingdom,2025-09-01,Outbound Sales,680.32
378,Bell-Lane,Hospitality,Mid-Market,United States,2026-01-01,Organic,38.84
379,Moore Group,Legal,Small,Germany,2025-05-01,Organic,43.42
380,Boone LLC,Real Estate,Small,United States,2026-01-01,Paid Search,448.42
381,"Richardson, Farmer and Andrews",Logistics,Mid-Market,Australia,2025-04-01,Organic,53.09
382,Bruce-Villegas,Logistics,Small,United States,2026-02-01,Paid Search,459.82
383,"Austin, Day and Johnson",Hospitality,Mid-Market,Canada,2025-09-01,Organic,36.12
384,"Gallegos, Adams and White",Edtech,Small,Canada,2025-05-01,Referral,137.01
385,"Farmer, Dorsey and Bell",Logistics,Mid-Market,United States,2025-01-01,Organic,57.91
386,Kane PLC,Fintech,Mid-Market,United States,2025-06-01,Partner,266.28
387,"Morales, Thomas and Schultz",Fintech,Small,United Kingdom,2024-12-01,Paid Search,440.7
388,Davis PLC,Fintech,Mid-Market,Australia,2025-02-01,Partner,237.82
389,Bennett Group,Media,Small,India,2025-05-01,Referral,98.68
390,Moore-Collins,Hospitality,Mid-Market,India,2025-10-01,Organic,50.92
391,Frank-Bradley,Logistics,Small,United States,2025-02-01,Organic,64.52
392,Ware and Sons,Edtech,Enterprise,Australia,2025-02-01,Partner,242.37
393,Webster Inc,Logistics,Enterprise,India,2025-03-01,Outbound Sales,886.27
394,"Miller, Ramos and Coleman",Healthcare,Mid-Market,India,2025-06-01,Organic,40.8
395,"Ramos, Nelson and Fischer",Logistics,Mid-Market,United States,2025-11-01,Partner,162.69
396,Reed Inc,Media,Small,India,2025-07-01,Partner,315.05
397,Gregory-Watkins,Legal,Small,India,2026-01-01,Organic,62.28
398,"Estrada, Williams and Foster",Fintech,Enterprise,Australia,2025-12-01,Organic,58.2
399,"Brown, Harris and Dougherty",Fintech,Small,United States,2025-01-01,Organic,53.72
400,Duran LLC,Retail,Enterprise,India,2025-05-01,Organic,59.51
401,Wilson-Jimenez,Logistics,Mid-Market,India,2025-10-01,Outbound Sales,959.64
402,Thompson-James,Real Estate,Small,United States,2025-07-01,Partner,296.62
403,"Hall, Hansen and Barnett",Real Estate,Enterprise,United States,2025-01-01,Referral,173.79
404,Jones-Hensley,Logistics,Mid-Market,United Kingdom,2024-12-01,Organic,52.8
405,Graham Group,Logistics,Mid-Market,India,2025-11-01,Referral,110.89
406,Atkins PLC,Real Estate,Mid-Market,United States,2025-05-01,Paid Search,230.03
407,Berry-Mckinney,Hospitality,Small,United States,2025-04-01,Referral,103.04
408,Roberts-Sullivan,Media,Mid-Market,United Kingdom,2025-05-01,Referral,107.68
409,Jackson-Meza,Hospitality,Small,Germany,2025-04-01,Paid Search,454.27
410,Collier-Gillespie,Retail,Small,United States,2025-08-01,Referral,124.07
411,Kim Inc,Edtech,Mid-Market,Germany,2025-02-01,Organic,43.64
412,Graham Group,Logistics,Small,India,2025-08-01,Paid Search,537.47
413,"Miller, Harrell and Reese",Fintech,Mid-Market,United States,2024-11-01,Referral,141.71
414,Cook and Sons,Legal,Mid-Market,Australia,2025-03-01,Referral,140.02
415,Dixon Inc,Logistics,Small,India,2025-01-01,Paid Search,465.84
416,"Hicks, Bullock and Bailey",Hospitality,Small,United States,2026-04-01,Paid Search,573.82
417,"Mullen, Brewer and Hernandez",Real Estate,Enterprise,Australia,2025-09-01,Organic,44.56
418,Thomas and Sons,Real Estate,Enterprise,Germany,2025-09-01,Organic,59.38
419,Morrison Ltd,Media,Small,United States,2025-09-01,Partner,349.45
420,Thompson Ltd,Manufacturing,Small,India,2025-09-01,Organic,45.17
421,Marshall-Elliott,Fintech,Small,India,2024-10-01,Paid Search,269.28
422,"Cole, Glass and Cunningham",Media,Mid-Market,United States,2025-09-01,Outbound Sales,1075.33
423,"Downs, Morris and Maddox",Logistics,Small,India,2025-08-01,Partner,355.07
424,Hernandez-Jones,Legal,Small,Canada,2025-07-01,Partner,251.3
425,Welch-Hogan,Real Estate,Mid-Market,Germany,2024-12-01,Referral,127.95
426,"Brown, Romero and Collins",Manufacturing,Small,India,2025-12-01,Paid Search,522.22
427,Johnson-Wood,Manufacturing,Small,India,2025-03-01,Partner,366.44
428,Jones-Lin,Media,Mid-Market,India,2025-07-01,Referral,126.9
429,Gilbert PLC,Legal,Mid-Market,India,2025-03-01,Organic,46.79
430,Ford-Spencer,Media,Small,India,2026-02-01,Referral,47.92
431,"Huang, Cole and Pacheco",Edtech,Small,United States,2025-07-01,Organic,44.51
432,"Lopez, Jacobs and Mason",Hospitality,Small,United States,2025-01-01,Outbound Sales,403.26
433,Hayes LLC,Real Estate,Small,United States,2025-05-01,Referral,93.17
434,"Miller, Lucas and Williams",Edtech,Small,United States,2024-09-01,Organic,41.63
435,"Kim, Gonzales and Mills",Legal,Small,United States,2025-01-01,Partner,336.01
436,Cox LLC,Logistics,Mid-Market,United States,2026-02-01,Organic,84.14
437,Ortiz-Morgan,Real Estate,Mid-Market,United States,2025-01-01,Paid Search,447.91
438,"Williams, Mccoy and Cook",Retail,Small,United States,2026-05-01,Organic,63.45
439,Davis-Gregory,Fintech,Small,India,2025-05-01,Outbound Sales,1073.7
440,King-York,Legal,Small,Canada,2025-11-01,Partner,414.85
441,"Marks, Cook and Aguilar",Legal,Mid-Market,United States,2025-08-01,Organic,51.81
442,Rangel LLC,Healthcare,Small,United States,2025-01-01,Paid Search,380.84
443,"Hale, Myers and Larson",Healthcare,Mid-Market,India,2025-01-01,Partner,338.39
444,Collins Group,Healthcare,Small,United States,2025-08-01,Referral,114.95
445,"Conner, Li and Santiago",Real Estate,Small,Australia,2025-08-01,Referral,131.45
446,"Osborn, Gaines and Davis",Legal,Small,United States,2026-01-01,Paid Search,521.62
447,"Henderson, Cox and Cox",Media,Small,India,2024-10-01,Organic,83.48
448,Bean LLC,Real Estate,Mid-Market,India,2025-01-01,Paid Search,395.36
449,Lee-Cooke,Real Estate,Small,Germany,2025-08-01,Referral,175.21
451,"Wise, Conley and Stephenson",Hospitality,Mid-Market,Germany,2025-11-01,Outbound Sales,490.66
452,Stanley PLC,Healthcare,Mid-Market,India,2025-04-01,Referral,99.2
453,Harper and Sons,Media,Small,United States,2025-04-01,Paid Search,341.5
454,White Ltd,Legal,Small,India,2025-08-01,Paid Search,401.61
455,"Lamb, Martin and Kim",Retail,Small,United States,2025-04-01,Referral,71.13
456,Diaz-Ball,Logistics,Small,India,2026-05-01,Referral,158.17
457,Bishop-Goodwin,Fintech,Small,United States,2025-05-01,Paid Search,438.51
458,Young-Allen,Legal,Small,United States,2024-11-01,Organic,55.12
459,Mckee-Lee,Manufacturing,Enterprise,India,2025-10-01,Organic,48.83
460,"Valentine, Joyce and Murray",Legal,Small,Germany,2025-07-01,Outbound Sales,951.52
461,Strickland-Shaw,Real Estate,Small,United States,2026-03-01,Paid Search,509.51
462,Burch-Montoya,Edtech,Mid-Market,India,2025-06-01,Partner,147.08
463,"Taylor, Wright and Davidson",Hospitality,Enterprise,United States,2025-05-01,Organic,34.23
464,Spencer-Garcia,Edtech,Small,United States,2025-06-01,Referral,94.05
465,"Rosales, Mitchell and Hines",Retail,Mid-Market,India,2025-05-01,Paid Search,482.83
466,Cole-Palmer,Real Estate,Small,United States,2025-07-01,Paid Search,551.19
467,Davis-Lozano,Media,Mid-Market,India,2025-05-01,Organic,53.32
468,Wilkerson-Arias,Real Estate,Mid-Market,Germany,2025-01-01,Organic,72.11
469,Brown-Shaw,Fintech,Enterprise,Australia,2025-03-01,Outbound Sales,871.96
470,Hughes Inc,Healthcare,Small,Germany,2025-05-01,Referral,84.82
471,Walker-Flores,Healthcare,Small,United States,2025-03-01,Partner,318.04
472,Combs Ltd,Retail,Small,Germany,2025-07-01,Outbound Sales,355.56
473,Moody-Taylor,Fintech,Enterprise,United Kingdom,2025-11-01,Referral,154.97
474,Lowery-Kennedy,Fintech,Small,Australia,2024-12-01,Paid Search,427.0
475,Blake Group,Real Estate,Mid-Market,Australia,2025-07-01,Organic,74.46
476,Gilbert-Bullock,Manufacturing,Small,United States,2025-08-01,Organic,46.98
477,Scott and Sons,Healthcare,Small,United States,2025-10-01,Organic,43.3
478,"Bentley, Lynch and Henderson",Legal,Small,Germany,2025-09-01,Referral,145.7
479,Young-Martinez,Manufacturing,Mid-Market,United Kingdom,2025-09-01,Referral,137.54
480,Barnes PLC,Legal,Small,India,2024-12-01,Organic,55.62
481,Brown-Copeland,Hospitality,Enterprise,United States,2025-04-01,Paid Search,462.01
482,Carlson-Smith,Edtech,Small,Canada,2024-12-01,Paid Search,434.84
483,"Andrews, Higgins and Carter",Edtech,Small,India,2024-12-01,Partner,286.56
484,Mendez and Sons,Media,Small,United States,2025-04-01,Organic,51.03
485,"Butler, Beck and Miller",Healthcare,Small,Australia,2025-10-01,Paid Search,418.68
486,Jones-Fox,Fintech,Mid-Market,India,2025-02-01,Outbound Sales,1042.51
487,"Hartman, Romero and Smith",Retail,Small,India,2025-04-01,Organic,50.1
488,Williams-Hughes,Manufacturing,Mid-Market,India,2025-07-01,Organic,62.55
489,King-Smith,Logistics,Small,United Kingdom,2025-03-01,Partner,317.74
490,Cooper Ltd,Manufacturing,Small,Germany,2025-01-01,Organic,67.12
491,"Fuller, Ingram and Moss",Fintech,Small,United States,2025-03-01,Referral,101.21
492,Anderson-Bell,Legal,Small,United States,2025-09-01,Partner,301.15
493,Li-Thompson,Hospitality,Small,United Kingdom,2025-03-01,Paid Search,419.29
494,"Marshall, Dominguez and Welch",Fintech,Enterprise,United States,2025-11-01,Partner,241.68
495,Brown Group,Healthcare,Small,Australia,2025-05-01,Paid Search,442.63
496,Carter Inc,Media,Small,United Kingdom,2025-07-01,Organic,74.77
497,Blackwell LLC,Edtech,Small,United Kingdom,2025-09-01,Outbound Sales,662.54
498,Robertson-Hays,Hospitality,Small,India,2025-10-01,Organic,63.23
499,"Kennedy, Johnson and Lucas",Edtech,Small,India,2026-03-01,Paid Search,287.83
500,Kelly-Norman,Logistics,Small,United States,2025-04-01,Partner,284.29
501,"Rivera, Martinez and Richardson",Logistics,Enterprise,Germany,2025-11-01,Organic,45.37
502,Paul-Kline,Retail,Small,United Kingdom,2025-02-01,Referral,183.11
503,Morgan-Lopez,Logistics,Small,United Kingdom,2025-01-01,Referral,152.26
504,"Jimenez, Glass and Stone",Healthcare,Small,United States,2025-09-01,Partner,197.35
505,Acosta Inc,Manufacturing,Mid-Market,United States,2025-04-01,Organic,28.2
506,Morrison-Short,Media,Small,United States,2024-10-01,Paid Search,463.39
507,"Carter, Garcia and Murphy",Real Estate,Mid-Market,India,2025-01-01,Paid Search,537.64
508,Parker-Morrison,Edtech,Small,India,2024-10-01,Outbound Sales,357.78
509,Jackson-Wallace,Real Estate,Enterprise,United States,2025-08-01,Partner,309.06
510,Williams-Berg,Edtech,Mid-Market,United States,2025-01-01,Partner,416.07
511,Mendez-Graham,Hospitality,Small,United States,2025-01-01,Organic,62.26
512,"Whitney, Gould and Jones",Hospitality,Small,United States,2025-04-01,Organic,40.72
513,"Sullivan, Palmer and Brady",Logistics,Small,Canada,2025-08-01,Partner,350.27
514,Cisneros and Sons,Media,Small,United States,2025-04-01,Organic,58.46
515,"Gregory, Kim and Martinez",Retail,Enterprise,India,2025-03-01,Referral,99.15
516,Osborne LLC,Hospitality,Small,Germany,2026-02-01,Outbound Sales,890.74
517,Reyes-Bradley,Logistics,Small,United States,2026-03-01,Paid Search,375.51
518,"Hernandez, Cole and Watson",Hospitality,Small,Germany,2025-07-01,Referral,102.07
519,Hines-Berry,Edtech,Small,India,2025-11-01,Paid Search,318.37
520,"Richardson, Edwards and Ramirez",Hospitality,Enterprise,United States,2026-01-01,Paid Search,545.46
521,Johnson and Sons,Fintech,Enterprise,United States,2025-09-01,Organic,36.39
522,Holmes-Mcintyre,Retail,Mid-Market,United States,2025-06-01,Paid Search,432.47
523,Green LLC,Real Estate,Small,United States,2024-12-01,Partner,464.07
524,"Griffin, Davies and Mitchell",Hospitality,Small,United States,2024-11-01,Paid Search,236.87
525,Gonzalez-Taylor,Fintech,Small,Germany,2024-11-01,Outbound Sales,1000.77
526,Hayes Ltd,Logistics,Enterprise,United States,2026-03-01,Outbound Sales,983.5
527,Osborn-Cochran,Media,Mid-Market,Canada,2025-09-01,Referral,107.29
528,Contreras-Mckinney,Edtech,Small,India,2024-12-01,Outbound Sales,536.09
529,"Daniels, Vance and York",Legal,Enterprise,Australia,2025-10-01,Outbound Sales,906.0
530,"Mckinney, Graves and Thompson",Legal,Mid-Market,United States,2025-10-01,Paid Search,514.36
531,Hicks-Martinez,Fintech,Mid-Market,India,2025-03-01,Referral,126.96
532,Conner and Sons,Real Estate,Small,United States,2025-06-01,Organic,34.96
533,Johnson-Spencer,Manufacturing,Mid-Market,United States,2026-02-01,Referral,99.13
534,Mcdonald-Bird,Real Estate,Small,United States,2025-09-01,Paid Search,328.03
535,Salazar Inc,Fintech,Enterprise,United Kingdom,2025-05-01,Organic,40.53
536,Parker Ltd,Media,Small,United States,2026-05-01,Partner,182.52
537,"Mendoza, Jenkins and Ortiz",Manufacturing,Small,United Kingdom,2025-04-01,Outbound Sales,922.62
538,"Jones, Compton and Day",Media,Small,United States,2025-10-01,Referral,137.63
539,Owens-Holmes,Logistics,Small,United States,2025-08-01,Organic,30.92
540,Humphrey PLC,Real Estate,Small,United States,2024-11-01,Partner,302.44
541,"Matthews, Saunders and Anderson",Logistics,Mid-Market,India,2026-02-01,Paid Search,511.79
542,"Bartlett, Brown and Martinez",Manufacturing,Enterprise,United States,2025-03-01,Partner,497.57
543,Torres and Sons,Edtech,Small,India,2026-01-01,Partner,272.93
544,Donovan-Perez,Retail,Mid-Market,United States,2025-07-01,Paid Search,59.46
545,"Jacobson, Singleton and King",Hospitality,Small,United States,2025-02-01,Organic,50.14
546,"Huber, Hill and Weber",Healthcare,Mid-Market,Germany,2025-11-01,Paid Search,529.83
547,"Ferguson, Shaw and Jackson",Real Estate,Small,United Kingdom,2025-10-01,Organic,51.37
548,"Moore, Hopkins and Le",Media,Mid-Market,United States,2025-05-01,Organic,63.16
549,"Morgan, Bradshaw and Williams",Fintech,Small,India,2024-09-01,Paid Search,367.7
550,Miller Ltd,Retail,Enterprise,United States,2025-02-01,Referral,89.3
551,"Baker, Clark and Armstrong",Real Estate,Small,United Kingdom,2025-02-01,Referral,112.45
552,"Fowler, Jimenez and Burton",Healthcare,Small,United Kingdom,2025-04-01,Partner,385.02
553,May-Turner,Legal,Mid-Market,Australia,2025-04-01,Partner,409.48
554,Ballard Ltd,Media,Small,India,2024-12-01,Referral,68.4
555,Evans-Jones,Manufacturing,Mid-Market,India,2025-10-01,Outbound Sales,542.6
556,Moore Group,Hospitality,Small,United States,2025-10-01,Paid Search,539.21
557,Marshall-Peterson,Media,Small,Australia,2025-04-01,Partner,381.15
558,Edwards Ltd,Healthcare,Mid-Market,United Kingdom,2026-01-01,Referral,149.87
559,Gross-Valencia,Hospitality,Enterprise,Germany,2025-03-01,Organic,33.76
560,Anderson-Wood,Logistics,Mid-Market,United Kingdom,2025-12-01,Referral,83.33
561,"Rodriguez, Allen and Martinez",Manufacturing,Mid-Market,India,2026-02-01,Paid Search,501.1
562,Wright-Davis,Real Estate,Small,United States,2025-04-01,Partner,259.9
563,Dougherty-Lin,Edtech,Mid-Market,Canada,2025-09-01,Paid Search,537.09
564,Wright-Grimes,Healthcare,Small,Canada,2025-06-01,Organic,37.48
565,Li PLC,Legal,Small,Germany,2025-09-01,Organic,53.05
566,"Edwards, Hines and Jimenez",Retail,Small,Germany,2025-01-01,Organic,67.33
567,"Owens, Koch and Jimenez",Logistics,Mid-Market,Australia,2025-03-01,Referral,100.52
568,Landry PLC,Healthcare,Small,Germany,2025-07-01,Outbound Sales,1073.72
569,Levy-Lewis,Healthcare,Small,United States,2025-08-01,Paid Search,337.22
570,Williams-Campbell,Hospitality,Small,United States,2025-07-01,Referral,86.95
571,"Khan, Pena and Ruiz",Retail,Small,Germany,2024-12-01,Organic,72.67
572,"Smith, Rodriguez and Anderson",Edtech,Mid-Market,United States,2024-11-01,Outbound Sales,752.08
573,Luna-Gallagher,Hospitality,Small,India,2025-08-01,Organic,69.0
574,Williams-Williams,Healthcare,Enterprise,United States,2025-03-01,Paid Search,394.34
575,"Lee, Tran and Jones",Hospitality,Mid-Market,India,2024-12-01,Organic,68.92
576,"Cole, Pierce and Bryan",Edtech,Small,United States,2025-05-01,Paid Search,381.0
577,"Becker, Wilson and Hester",Fintech,Enterprise,India,2025-02-01,Organic,61.86
578,Brooks-Hatfield,Logistics,Enterprise,United States,2025-07-01,Organic,33.93
579,"Mcmillan, Fischer and Gonzalez",Fintech,Small,United States,2025-03-01,Referral,164.96
580,"Morales, Williams and Williams",Fintech,Mid-Market,Canada,2024-10-01,Organic,65.6
581,"Cook, Wells and Bryant",Retail,Mid-Market,India,2025-09-01,Paid Search,523.76
582,"Barry, Taylor and Velazquez",Retail,Enterprise,United States,2026-02-01,Organic,30.79
583,Martin-Ewing,Edtech,Mid-Market,Australia,2025-09-01,Organic,70.8
584,"Kirby, Wheeler and Romero",Retail,Small,United States,2025-04-01,Referral,141.74
585,"Patel, Erickson and Evans",Logistics,Mid-Market,Canada,2025-05-01,Paid Search,406.64
586,Richardson Ltd,Fintech,Small,United States,2026-04-01,Organic,55.26
587,Whitney PLC,Media,Small,United Kingdom,2024-12-01,Outbound Sales,538.77
588,Robles-Swanson,Healthcare,Mid-Market,United States,2025-09-01,Referral,106.83
589,"Soto, Carlson and Baker",Real Estate,Small,United States,2025-08-01,Referral,130.78
590,"Patton, Parsons and Lane",Legal,Small,United States,2025-03-01,Organic,57.1
591,"Williams, Castillo and Warren",Real Estate,Small,India,2024-12-01,Referral,168.45
592,"Harvey, Randall and Hernandez",Hospitality,Mid-Market,Germany,2026-02-01,Partner,374.78
593,"Allen, Armstrong and Graves",Legal,Mid-Market,India,2026-02-01,Organic,67.71
594,Smith LLC,Real Estate,Enterprise,United States,2025-06-01,Paid Search,526.65
595,Hernandez-Vaughn,Retail,Mid-Market,India,2025-07-01,Organic,60.13
596,Shaw-Carr,Media,Small,India,2025-10-01,Referral,111.91
597,Salas-Fitzgerald,Healthcare,Small,India,2025-09-01,Paid Search,510.56
598,Thornton PLC,Real Estate,Small,United States,2025-11-01,Paid Search,470.73
599,Hoffman Ltd,Healthcare,Small,India,2025-03-01,Organic,59.91
600,Fox-Edwards,Hospitality,Small,India,2025-10-01,Referral,119.5
601,Stevens PLC,Healthcare,Enterprise,United States,2025-01-01,Organic,56.78
602,Payne-Lowe,Logistics,Small,United Kingdom,2025-11-01,Organic,37.01
603,"Becker, Lara and Baker",Media,Small,United States,2025-03-01,Paid Search,208.71
604,Lee-Wright,Real Estate,Enterprise,Germany,2025-11-01,Paid Search,509.94
605,"Evans, David and Hendrix",Healthcare,Enterprise,United States,2026-03-01,Paid Search,529.61
606,Bush-Vaughn,Legal,Small,United States,2024-12-01,Referral,120.27
607,Stewart-Bailey,Media,Mid-Market,Germany,2025-02-01,Referral,125.24
608,"Hill, Martinez and Rhodes",Edtech,Mid-Market,India,2025-05-01,Organic,52.06
609,Huang-Foster,Manufacturing,Small,United Kingdom,2025-02-01,Organic,51.4
610,Blevins-Ballard,Media,Enterprise,United States,2024-12-01,Organic,71.81
611,Williams-Moses,Healthcare,Mid-Market,United States,2025-03-01,Organic,51.32
612,Reed Group,Media,Small,United States,2025-03-01,Paid Search,278.19
613,"Scott, Mendoza and Harris",Logistics,Small,Canada,2025-02-01,Referral,57.24
614,"Nelson, Hoffman and Nelson",Fintech,Small,United Kingdom,2025-06-01,Referral,162.39
615,Gilbert PLC,Healthcare,Small,India,2025-06-01,Partner,341.17
616,Sanchez Ltd,Healthcare,Small,United States,2025-07-01,Paid Search,699.66
617,"Perez, Hall and Garcia",Media,Small,United States,2025-08-01,Paid Search,435.14
618,Love-Garcia,Manufacturing,Small,United States,2025-05-01,Partner,313.26
619,Smith PLC,Legal,Small,India,2025-05-01,Referral,87.11
620,Russell Group,Hospitality,Mid-Market,India,2025-09-01,Partner,362.87
621,Santos-Avila,Healthcare,Small,India,2025-11-01,Paid Search,423.12
622,Morris-Brewer,Manufacturing,Small,Australia,2025-12-01,Paid Search,610.89
623,Pearson and Sons,Retail,Small,Germany,2025-04-01,Outbound Sales,837.97
624,"Rodgers, Jefferson and Johnson",Hospitality,Small,United States,2026-03-01,Referral,148.22
625,Butler and Sons,Manufacturing,Small,Germany,2025-04-01,Paid Search,328.74
626,Osborn Group,Hospitality,Small,United States,2025-04-01,Paid Search,372.52
627,Lopez-Curry,Edtech,Small,United Kingdom,2025-09-01,Referral,113.73
628,Mcdowell-Smith,Real Estate,Small,Germany,2025-10-01,Paid Search,687.39
629,"Morrison, Hebert and Rogers",Healthcare,Small,India,2025-10-01,Partner,356.33
630,Hays-Daniels,Legal,Mid-Market,United Kingdom,2025-01-01,Referral,138.72
631,Small-Anderson,Healthcare,Mid-Market,United States,2025-02-01,Partner,326.7
632,"Mcdonald, Lee and Rodriguez",Hospitality,Mid-Market,United Kingdom,2025-07-01,Partner,316.35
633,Simon Ltd,Media,Small,United States,2025-07-01,Paid Search,338.87
634,Higgins-Smith,Hospitality,Small,United States,2025-03-01,Organic,61.67
635,Gibbs-Bradley,Retail,Small,India,2026-01-01,Organic,52.78
636,Thompson Ltd,Logistics,Small,United Kingdom,2025-11-01,Partner,264.05
637,Wilcox-Robertson,Manufacturing,Small,United States,2025-08-01,Outbound Sales,580.05
638,Morales Inc,Retail,Mid-Market,United Kingdom,2025-02-01,Organic,63.81
639,Holden Group,Fintech,Small,United Kingdom,2025-03-01,Partner,353.45
640,Boyle-Smith,Media,Small,United Kingdom,2024-12-01,Paid Search,535.45
641,Young-Molina,Fintech,Mid-Market,United States,2024-11-01,Organic,45.84
642,Turner-Sharp,Retail,Enterprise,United Kingdom,2024-11-01,Paid Search,505.3
643,Green LLC,Legal,Mid-Market,United States,2025-12-01,Outbound Sales,794.44
644,"Young, Contreras and Marshall",Media,Small,United States,2024-12-01,Outbound Sales,1045.04
645,Sullivan PLC,Real Estate,Small,Germany,2025-09-01,Partner,292.7
646,"Carrillo, Vaughn and Fowler",Fintech,Mid-Market,United States,2024-10-01,Partner,262.22
647,Richardson-Walker,Logistics,Small,United Kingdom,2025-03-01,Organic,66.69
648,Mendoza Group,Hospitality,Mid-Market,India,2025-11-01,Referral,138.89
649,"Zhang, Brooks and Miles",Retail,Small,India,2025-12-01,Referral,173.06
650,Todd-Pham,Fintech,Enterprise,India,2025-02-01,Outbound Sales,789.27
651,Gill Ltd,Healthcare,Mid-Market,India,2025-04-01,Organic,63.98
652,"Marks, Miller and Griffin",Real Estate,Mid-Market,United States,2025-07-01,Paid Search,511.8
653,"Cox, Stark and Rodriguez",Real Estate,Mid-Market,United States,2025-08-01,Outbound Sales,900.31
654,"Leach, Harris and Herrera",Media,Small,India,2025-08-01,Organic,34.04
655,Murphy PLC,Edtech,Mid-Market,India,2025-08-01,Organic,45.03
656,Wilson-Harris,Manufacturing,Mid-Market,United States,2025-11-01,Organic,72.75
657,"Burns, Nolan and Griffin",Healthcare,Small,United Kingdom,2025-07-01,Partner,226.48
658,Chavez PLC,Hospitality,Enterprise,India,2025-01-01,Organic,88.27
659,Bryant-Brown,Legal,Mid-Market,India,2025-07-01,Paid Search,359.16
660,Chambers-Parker,Retail,Small,Australia,2025-12-01,Referral,115.53
661,Foster Inc,Media,Mid-Market,Australia,2025-12-01,Organic,38.81
662,"Robinson, Jones and Henderson",Retail,Mid-Market,United States,2026-06-01,Partner,374.7
663,"Brown, Mcknight and Michael",Logistics,Small,India,2026-04-01,Partner,286.32
664,Andersen Group,Fintech,Enterprise,Germany,2026-04-01,Partner,263.65
665,Mitchell and Sons,Logistics,Small,United States,2024-12-01,Organic,41.75
666,Cannon Ltd,Healthcare,Small,United States,2025-03-01,Organic,41.19
