customer_id,industry,company_size,plan_tier,mrr_value,churned,churn_risk_score,risk_tier
1083,Healthcare,Small,Basic,63.19,0,0.09419201610551435,Low
142,Manufacturing,Mid-Market,Pro,187.06,0,0.0939262540663989,Low
20,Hospitality,Small,Basic,63.47,0,0.09300264960904893,Low
66,Retail,Small,Basic,50.0,0,0.0925284101750077,Low
679,Retail,Mid-Market,Pro,177.87,0,0.09251424861838305,Low
1169,Manufacturing,Mid-Market,Basic,60.71,0,0.0921431346735941,Low
561,Manufacturing,Mid-Market,Pro,215.26,0,0.09125119219885412,Low
872,Healthcare,Small,Pro,234.96,0,0.09109429485133652,Low
1050,Fintech,Mid-Market,Pro,248.99,0,0.09097533543774597,Low
403,Real Estate,Enterprise,Basic,45.16,0,0.0899847143721919,Low
1126,Retail,Enterprise,Pro,249.81,0,0.08988998630958987,Low
449,Real Estate,Small,Pro,205.92,0,0.08966692152144295,Low
644,Media,Small,Enterprise,980.36,0,0.08877958101326175,Low
570,Hospitality,Small,Pro,184.3,0,0.08825982307497894,Low
105,Media,Small,Basic,54.64,0,0.0879115642058971,Low
814,Real Estate,Small,Pro,198.88,0,0.08755497354218815,Low
550,Retail,Enterprise,Basic,63.27,0,0.087525354629596,Low
80,Fintech,Mid-Market,Pro,239.71,0,0.08643313484236441,Low
975,Real Estate,Mid-Market,Pro,221.53,0,0.08609139815077542,Low
879,Fintech,Mid-Market,Enterprise,945.6,0,0.08605293105199142,Low
395,Logistics,Mid-Market,Enterprise,830.84,0,0.08594300556565061,Low
1004,Logistics,Mid-Market,Pro,225.46,0,0.08584721631038354,Low
141,Logistics,Enterprise,Pro,220.18,0,0.0854822061766977,Low
1182,Logistics,Small,Pro,235.79,0,0.0848274881371655,Low
774,Media,Small,Enterprise,1159.87,0,0.08462274375665949,Low
1074,Legal,Mid-Market,Pro,202.38,0,0.0845696297566709,Low
621,Healthcare,Small,Basic,47.55,0,0.08418556216617583,Low
618,Manufacturing,Small,Pro,184.06,0,0.08308314899156377,Low
824,Manufacturing,Mid-Market,Pro,253.42,0,0.08298626738144378,Low
554,Media,Small,Pro,212.63,0,0.08223097467951633,Low
1034,Legal,Small,Pro,193.49,0,0.08163394916171672,Low
670,Legal,Small,Enterprise,779.09,0,0.08140102580065858,Low
168,Manufacturing,Small,Pro,217.31,0,0.08080660708629539,Low
737,Legal,Small,Enterprise,846.24,0,0.08053712812614035,Low
430,Media,Small,Enterprise,986.28,0,0.08040957960742447,Low
998,Legal,Small,Pro,240.12,0,0.07980402509875745,Low
724,Hospitality,Small,Enterprise,1040.49,0,0.07976412973707002,Low
1039,Retail,Mid-Market,Pro,236.55,0,0.07964949711144134,Low
183,Fintech,Small,Basic,61.46,0,0.07963293119651269,Low
546,Healthcare,Mid-Market,Pro,240.25,0,0.07926945255193314,Low
770,Real Estate,Small,Pro,172.17,0,0.0788973481519131,Low
15,Logistics,Small,Pro,170.79,0,0.07875202122782095,Low
547,Real Estate,Small,Pro,248.63,0,0.07859137680165115,Low
238,Media,Small,Enterprise,872.92,0,0.07844516194689682,Low
138,Hospitality,Enterprise,Pro,195.06,0,0.07827144758003379,Low
940,Edtech,Small,Basic,53.34,0,0.0773699268317104,Low
681,Manufacturing,Small,Enterprise,1098.79,0,0.07685165085481481,Low
76,Retail,Mid-Market,Pro,183.72,0,0.07671778468473506,Low
633,Media,Small,Basic,45.97,0,0.07633824443069141,Low
986,Edtech,Mid-Market,Pro,212.67,0,0.07632358093182265,Low
1060,Manufacturing,Small,Pro,248.39,0,0.07624828040448112,Low
240,Fintech,Small,Pro,250.49,0,0.07581816386427498,Low
710,Healthcare,Small,Pro,198.32,0,0.07487089459630882,Low
1175,Fintech,Small,Pro,240.39,0,0.0747235695216181,Low
896,Logistics,Mid-Market,Basic,54.12,0,0.07463209031829733,Low
365,Healthcare,Small,Enterprise,869.89,0,0.07451929435578403,Low
708,Retail,Small,Pro,181.02,0,0.07434298355580087,Low
215,Media,Mid-Market,Basic,60.05,0,0.07416374519274131,Low
1019,Fintech,Mid-Market,Pro,249.53,0,0.0737931060688495,Low
260,Fintech,Small,Pro,216.52,0,0.07307945690517237,Low
421,Fintech,Small,Pro,231.83,0,0.07280031916600593,Low
492,Legal,Small,Basic,46.2,0,0.07273212276961143,Low
517,Logistics,Small,Enterprise,931.39,0,0.0726884985485243,Low
616,Healthcare,Small,Basic,48.19,0,0.07241044998770674,Low
877,Legal,Small,Pro,226.94,0,0.07187321035580545,Low
457,Fintech,Small,Pro,174.23,0,0.07166483815374929,Low
265,Legal,Enterprise,Pro,194.29,0,0.07085219165168434,Low
705,Manufacturing,Mid-Market,Pro,188.01,0,0.07026061126318976,Low
905,Hospitality,Small,Pro,171.51,0,0.06974331134488058,Low
707,Real Estate,Mid-Market,Pro,254.89,0,0.06969873080665157,Low
103,Healthcare,Small,Enterprise,1004.5,0,0.06964418414261851,Low
56,Fintech,Small,Pro,234.22,0,0.06954632735724695,Low
335,Legal,Mid-Market,Enterprise,987.32,0,0.06946575927198703,Low
571,Retail,Small,Pro,231.25,0,0.06906345305407499,Low
410,Retail,Small,Basic,46.57,0,0.06898263607560863,Low
259,Manufacturing,Small,Pro,249.05,0,0.06876177052971218,Low
1194,Legal,Small,Pro,200.6,0,0.06741470444573837,Low
231,Logistics,Small,Pro,201.8,0,0.06710365354623155,Low
1105,Legal,Small,Pro,248.77,0,0.0658920981004817,Low
447,Media,Small,Enterprise,969.97,0,0.06551305453935952,Low
833,Healthcare,Small,Enterprise,1123.9,0,0.06461814463095683,Low
876,Fintech,Mid-Market,Pro,238.86,0,0.06453694448152114,Low
475,Real Estate,Mid-Market,Pro,190.59,0,0.06446332331789571,Low
225,Real Estate,Mid-Market,Enterprise,963.9,0,0.06442695171747298,Low
695,Fintech,Mid-Market,Pro,237.85,0,0.0639255902813727,Low
742,Real Estate,Small,Enterprise,830.89,0,0.06338203938303318,Low
767,Legal,Small,Pro,196.2,0,0.06299392403426318,Low
33,Manufacturing,Small,Pro,225.09,0,0.06287751642933367,Low
564,Healthcare,Small,Pro,188.68,0,0.06284479836905786,Low
839,Real Estate,Mid-Market,Pro,257.53,0,0.0628291667689593,Low
57,Hospitality,Small,Pro,211.4,0,0.062144789906679494,Low
484,Media,Small,Basic,56.09,0,0.06179501074140444,Low
928,Edtech,Small,Pro,211.4,0,0.061599589127763914,Low
344,Edtech,Enterprise,Enterprise,981.59,0,0.06150038172124819,Low
631,Healthcare,Mid-Market,Pro,254.84,0,0.061289096680595845,Low
187,Fintech,Small,Pro,229.21,0,0.061240518883834874,Low
1157,Hospitality,Enterprise,Pro,244.85,0,0.06057000323721649,Low
832,Healthcare,Small,Pro,244.28,0,0.05949237785363047,Low
1057,Retail,Small,Pro,210.93,0,0.05888490350000846,Low
36,Legal,Small,Pro,203.52,0,0.05856454087720342,Low
1152,Healthcare,Enterprise,Basic,61.36,0,0.057761668763950794,Low
799,Hospitality,Small,Pro,194.47,0,0.057738758967452064,Low
316,Manufacturing,Enterprise,Pro,252.46,0,0.057349680951505784,Low
1073,Media,Small,Enterprise,825.07,0,0.05710067399832739,Low
160,Logistics,Mid-Market,Pro,171.58,0,0.05695155693567993,Low
929,Healthcare,Small,Pro,195.06,0,0.056828342394772434,Low
961,Hospitality,Small,Enterprise,839.17,0,0.05626658880848587,Low
972,Legal,Small,Pro,227.14,0,0.05604321519516387,Low
193,Edtech,Small,Pro,179.61,0,0.05525978693961964,Low
293,Legal,Small,Pro,205.22,0,0.05516473920336627,Low
1092,Media,Small,Pro,210.68,0,0.055103901435719846,Low
426,Manufacturing,Small,Pro,217.75,0,0.05465226355749569,Low
30,Healthcare,Mid-Market,Enterprise,1137.16,0,0.054473266100664795,Low
515,Retail,Enterprise,Pro,199.17,0,0.054394160758511084,Low
878,Healthcare,Small,Pro,225.05,0,0.05426776677284549,Low
584,Retail,Small,Pro,180.34,0,0.054142607526986464,Low
729,Hospitality,Mid-Market,Enterprise,991.5,0,0.054054155952640424,Low
1012,Retail,Enterprise,Pro,225.57,0,0.05376125612665978,Low
924,Manufacturing,Small,Pro,237.1,0,0.05362314130148422,Low
868,Real Estate,Small,Pro,208.99,0,0.053322344646455765,Low
1156,Healthcare,Mid-Market,Pro,236.2,0,0.053201015381603184,Low
581,Retail,Mid-Market,Enterprise,937.43,0,0.052383941886872884,Low
149,Legal,Enterprise,Pro,179.75,0,0.05236760910665782,Low
182,Edtech,Small,Pro,256.99,0,0.05111380678805175,Low
904,Legal,Small,Pro,254.05,0,0.0510196298796774,Low
789,Healthcare,Small,Pro,173.16,0,0.05099431831528852,Low
432,Hospitality,Small,Enterprise,801.52,0,0.050837991092908014,Low
706,Logistics,Small,Pro,210.12,0,0.050760870391050414,Low
787,Logistics,Small,Enterprise,1140.77,0,0.05054800633191536,Low
366,Hospitality,Mid-Market,Pro,209.93,0,0.050406365084591155,Low
1047,Logistics,Small,Pro,199.75,0,0.050016758264680584,Low
339,Legal,Small,Enterprise,1045.56,0,0.04945399523519138,Low
91,Hospitality,Small,Pro,257.04,0,0.04940306347027989,Low
594,Real Estate,Enterprise,Pro,230.27,0,0.0492758964589395,Low
599,Healthcare,Small,Basic,61.99,0,0.047609837665053764,Low
545,Hospitality,Small,Enterprise,1100.14,0,0.04740276685924638,Low
612,Media,Small,Pro,178.97,0,0.04734905294633109,Low
900,Healthcare,Small,Pro,219.88,0,0.04710910061182865,Low
1030,Edtech,Small,Basic,61.36,0,0.046846348342132436,Low
118,Healthcare,Mid-Market,Enterprise,931.43,0,0.0468316955180626,Low
4,Legal,Small,Pro,236.34,0,0.04614203581020126,Low
41,Edtech,Small,Pro,206.38,0,0.0461263613911208,Low
388,Fintech,Mid-Market,Pro,191.78,0,0.045329247211874216,Low
614,Fintech,Small,Enterprise,1069.54,0,0.04508060711901826,Low
686,Media,Small,Pro,239.2,0,0.0450355230101805,Low
847,Retail,Mid-Market,Pro,244.21,0,0.04437801378633172,Low
630,Legal,Mid-Market,Pro,206.54,0,0.04427733324783667,Low
1028,Media,Small,Pro,249.49,0,0.04416056200124847,Low
1110,Retail,Small,Pro,221.54,0,0.04363679647643574,Low
626,Hospitality,Small,Pro,206.38,0,0.04344879250393394,Low
375,Hospitality,Mid-Market,Enterprise,826.01,0,0.043259797431634,Low
658,Hospitality,Enterprise,Pro,213.55,0,0.04319781032836487,Low
1024,Healthcare,Small,Enterprise,961.69,0,0.04262260514537135,Low
171,Legal,Small,Enterprise,1128.26,0,0.042467273856353425,Low
893,Fintech,Small,Pro,235.16,0,0.04210706487845918,Low
617,Media,Small,Pro,219.54,0,0.04178656262919607,Low
255,Edtech,Mid-Market,Enterprise,926.56,0,0.040798566470783545,Low
888,Media,Enterprise,Enterprise,932.17,0,0.040756800835505126,Low
164,Logistics,Small,Pro,217.26,0,0.04053705297777509,Low
845,Healthcare,Small,Pro,187.63,0,0.040225485884519734,Low
804,Media,Small,Pro,229.03,0,0.04010623147772778,Low
997,Real Estate,Small,Pro,174.87,0,0.03986364805551132,Low
301,Hospitality,Small,Enterprise,883.84,0,0.03983014527724567,Low
485,Healthcare,Small,Pro,234.13,0,0.03938214672975516,Low
412,Logistics,Small,Enterprise,1100.24,0,0.039306036077270894,Low
208,Media,Small,Pro,201.04,0,0.039123727034177117,Low
974,Hospitality,Small,Enterprise,1128.06,0,0.03825889677294781,Low
910,Edtech,Enterprise,Pro,212.23,0,0.037682604661509085,Low
851,Edtech,Small,Pro,217.89,0,0.03765967563649726,Low
539,Logistics,Small,Enterprise,1146.19,0,0.036966027106730685,Low
677,Media,Mid-Market,Enterprise,822.7,0,0.036832990974353406,Low
818,Retail,Enterprise,Enterprise,1115.54,0,0.036804227048459134,Low
370,Logistics,Small,Pro,172.31,0,0.03678323820364032,Low
1131,Fintech,Small,Enterprise,896.85,0,0.03648168538600352,Low
186,Edtech,Mid-Market,Pro,216.57,0,0.036281949824613594,Low
1198,Retail,Mid-Market,Pro,207.13,0,0.036124502865455606,Low
114,Real Estate,Small,Pro,246.69,0,0.036032288585906,Low
863,Legal,Small,Pro,223.89,0,0.035889461446113075,Low
94,Retail,Small,Pro,230.05,0,0.03538641605775651,Low
1136,Media,Small,Pro,232.4,0,0.03518626069366928,Low
285,Fintech,Small,Enterprise,936.35,0,0.03469587481211758,Low
354,Edtech,Small,Enterprise,1084.96,0,0.03454112257816042,Low
657,Healthcare,Small,Pro,257.74,0,0.03436281007307323,Low
429,Legal,Mid-Market,Pro,193.28,0,0.03340586046840197,Low
781,Fintech,Mid-Market,Pro,232.42,0,0.0332502295263037,Low
784,Real Estate,Small,Enterprise,1144.36,0,0.03279840907466678,Low
569,Healthcare,Small,Enterprise,1102.76,0,0.03251921046115588,Low
948,Manufacturing,Small,Enterprise,1153.57,0,0.03232311316777727,Low
227,Legal,Small,Enterprise,865.08,0,0.032106556625322934,Low
404,Logistics,Mid-Market,Pro,226.83,0,0.03189921790319786,Low
513,Logistics,Small,Enterprise,929.74,0,0.03148318335124834,Low
159,Healthcare,Enterprise,Pro,193.74,0,0.03049712384013981,Low
611,Healthcare,Mid-Market,Enterprise,1028.92,0,0.030366141546853905,Low
1013,Healthcare,Enterprise,Pro,229.13,0,0.02977249614098042,Low
828,Real Estate,Mid-Market,Enterprise,920.86,0,0.029534585304510533,Low
396,Media,Small,Pro,217.29,0,0.029513219228035185,Low
699,Real Estate,Small,Enterprise,1099.12,0,0.029398090492246294,Low
883,Real Estate,Small,Enterprise,1160.6,0,0.029352991621620514,Low
1064,Healthcare,Mid-Market,Enterprise,933.86,0,0.028915272925002664,Low
427,Manufacturing,Small,Enterprise,1001.7,0,0.028843479054668376,Low
503,Logistics,Small,Enterprise,888.73,0,0.028448208637165143,Low
580,Fintech,Mid-Market,Enterprise,892.23,0,0.028321087946906937,Low
155,Hospitality,Small,Enterprise,1123.1,0,0.027582988411800364,Low
534,Real Estate,Small,Enterprise,980.16,0,0.027356801756470765,Low
61,Legal,Small,Enterprise,1079.91,0,0.026844134915384725,Low
431,Edtech,Small,Enterprise,832.94,0,0.026773795120637923,Low
124,Media,Small,Enterprise,798.0,0,0.02640519461860314,Low
306,Healthcare,Small,Pro,248.39,0,0.025706051282798886,Low
603,Media,Small,Pro,204.81,0,0.025607922061330075,Low
146,Healthcare,Mid-Market,Enterprise,894.15,0,0.025052423124998672,Low
445,Real Estate,Small,Enterprise,804.93,0,0.024723785991218675,Low
1003,Edtech,Small,Pro,246.32,0,0.024704055623772994,Low
906,Fintech,Small,Pro,214.13,0,0.024520939479009577,Low
647,Logistics,Small,Enterprise,993.85,0,0.024168135694904225,Low
557,Media,Small,Enterprise,1067.34,0,0.023803760196506533,Low
666,Healthcare,Small,Enterprise,879.98,0,0.02371777925561275,Low
241,Retail,Small,Enterprise,1130.78,0,0.023526712174149873,Low
340,Real Estate,Small,Enterprise,909.45,0,0.023174345119475803,Low
601,Healthcare,Enterprise,Enterprise,1155.69,0,0.0230716917991136,Low
1040,Logistics,Small,Enterprise,953.8,0,0.02209287452673972,Low
947,Fintech,Mid-Market,Enterprise,827.82,0,0.020792944528539567,Low
827,Media,Small,Pro,206.6,0,0.02039486131044042,Low
464,Edtech,Small,Enterprise,811.38,0,0.02022742548765399,Low
1097,Legal,Enterprise,Enterprise,962.85,0,0.016746603329111556,Low
566,Retail,Small,Enterprise,872.09,0,0.014268373484499157,Low
248,Legal,Small,Enterprise,885.75,0,0.013806394156480698,Low
121,Edtech,Small,Enterprise,893.63,0,0.012860114410343666,Low
311,Logistics,Small,Enterprise,956.81,0,0.0072332184835620815,Low
