event_id,customer_id,event_date,feature_used,login_count,active_users
2919,299,2025-07-01,Reports,2,1
2920,299,2025-08-01,Integrations,0,1
2921,300,2025-03-01,Integrations,6,1
2922,300,2025-04-01,Automation,4,1
2923,300,2025-05-01,Integrations,3,1
2924,300,2025-06-01,Integrations,10,1
2925,300,2025-07-01,API,5,1
2926,300,2025-08-01,API,8,2
2927,300,2025-09-01,Automation,5,1
2928,300,2025-10-01,Integrations,2,1
2929,300,2025-11-01,Integrations,6,1
2930,300,2025-12-01,Integrations,1,1
2931,300,2026-01-01,API,3,1
2932,301,2025-02-01,API,48,11
2933,301,2025-03-01,API,46,11
2934,301,2025-04-01,Automation,41,10
2935,301,2025-05-01,Integrations,44,7
2936,301,2025-06-01,API,44,7
2937,301,2025-07-01,Reports,41,11
2938,301,2025-08-01,Automation,47,8
2939,301,2025-09-01,API,48,10
2940,301,2025-10-01,Integrations,43,9
2941,301,2025-11-01,API,40,6
2942,301,2025-12-01,Dashboard,43,10
2943,301,2026-01-01,Automation,45,10
2944,301,2026-02-01,Automation,45,9
2945,301,2026-03-01,Reports,46,8
2946,301,2026-04-01,Reports,46,12
2947,301,2026-05-01,Reports,48,8
2948,301,2026-06-01,Dashboard,47,7
2949,301,2026-07-01,Automation,47,8
2950,302,2024-12-01,Dashboard,8,1
2951,302,2025-01-01,Dashboard,1,1
2952,302,2025-02-01,Reports,2,1
2953,302,2025-03-01,API,2,1
2954,302,2025-04-01,Dashboard,0,1
2955,302,2025-05-01,Reports,1,1
2956,303,2026-05-01,API,4,1
2957,303,2026-06-01,Integrations,3,1
2958,303,2026-07-01,API,0,1
2959,303,2026-08-01,Reports,3,1
2960,303,2026-09-01,API,4,1
2961,303,2026-10-01,Integrations,0,1
2962,303,2026-11-01,Reports,4,1
2963,303,2026-12-01,Dashboard,0,1
2964,304,2026-05-01,Integrations,14,4
2965,304,2026-06-01,Integrations,10,1
2966,304,2026-07-01,API,16,5
2967,305,2025-05-01,Integrations,3,1
2968,305,2025-06-01,API,5,1
2969,305,2025-07-01,Dashboard,0,1
2970,305,2025-08-01,Integrations,5,1
2971,305,2025-09-01,Integrations,4,1
2972,305,2025-10-01,Reports,3,1
2973,305,2025-11-01,Integrations,0,1
2974,305,2025-12-01,Automation,0,1
2975,305,2026-01-01,Automation,0,1
2976,305,2026-02-01,API,0,1
2977,305,2026-03-01,API,0,1
2978,306,2024-12-01,Reports,18,3
2979,306,2025-01-01,Integrations,22,5
2980,306,2025-02-01,Automation,15,4
2981,306,2025-03-01,Dashboard,15,2
2982,306,2025-04-01,Reports,18,4
2983,306,2025-05-01,Dashboard,17,5
2984,306,2025-06-01,Reports,22,5
2985,306,2025-07-01,Dashboard,18,5
2986,306,2025-08-01,Dashboard,17,2
2987,306,2025-09-01,Dashboard,17,4
2988,306,2025-10-01,Dashboard,15,2
2989,306,2025-11-01,Automation,20,3
2990,306,2025-12-01,Integrations,18,4
2991,306,2026-01-01,Automation,23,6
2992,306,2026-02-01,Dashboard,25,7
2993,306,2026-03-01,Reports,17,3
2994,306,2026-04-01,API,16,3
2995,306,2026-05-01,Automation,24,7
2996,306,2026-06-01,Integrations,20,3
2997,306,2026-07-01,Automation,20,3
2998,307,2025-08-01,API,12,2
2999,307,2025-09-01,API,6,1
3000,308,2026-05-01,API,13,3
3001,308,2026-06-01,Integrations,18,3
3002,308,2026-07-01,Dashboard,12,3
3003,309,2025-09-01,Dashboard,3,1
3004,309,2025-10-01,Automation,7,2
3005,310,2025-10-01,Integrations,9,2
3006,310,2025-11-01,Reports,4,1
3007,310,2025-12-01,Dashboard,4,1
3008,310,2026-01-01,Reports,7,1
3009,310,2026-02-01,Automation,2,1
3010,310,2026-03-01,API,2,1
3011,310,2026-04-01,API,7,1
3012,310,2026-05-01,Automation,0,1
3013,310,2026-06-01,Integrations,6,1
3014,310,2026-07-01,Reports,4,1
3015,311,2025-03-01,Integrations,25,4
3016,311,2025-04-01,API,20,4
3017,311,2025-05-01,Dashboard,22,5
3018,311,2025-06-01,Automation,25,6
3019,311,2025-07-01,Integrations,29,8
3020,311,2025-08-01,Reports,26,5
3021,311,2025-09-01,Reports,29,5
3022,311,2025-10-01,API,30,6
3023,311,2025-11-01,Reports,25,4
3024,311,2025-12-01,Dashboard,21,3
3025,311,2026-01-01,Automation,23,4
3026,311,2026-02-01,Reports,22,7
3027,311,2026-03-01,Integrations,24,4
3028,311,2026-04-01,Reports,30,7
3029,311,2026-05-01,Reports,25,6
3030,311,2026-06-01,Dashboard,26,4
3031,311,2026-07-01,Reports,31,6
3032,312,2025-04-01,Reports,5,1
3033,312,2025-05-01,Dashboard,0,1
3034,313,2026-01-01,Reports,10,1
3035,313,2026-02-01,Automation,11,2
3036,313,2026-03-01,Dashboard,0,1
3037,314,2025-01-01,Integrations,11,2
3038,314,2025-02-01,Integrations,14,3
3039,314,2025-03-01,Integrations,14,3
3040,314,2025-04-01,Dashboard,13,2
3041,314,2025-05-01,Dashboard,4,1
3042,314,2025-06-01,Integrations,13,2
3043,314,2025-07-01,API,12,2
3044,314,2025-08-01,Automation,12,3
3045,314,2025-09-01,Reports,11,3
3046,314,2025-10-01,Dashboard,12,2
3047,314,2025-11-01,Automation,11,3
3048,314,2025-12-01,Automation,18,4
3049,314,2026-01-01,Dashboard,12,2
3050,314,2026-02-01,API,8,1
3051,314,2026-03-01,Reports,7,1
3052,314,2026-04-01,Dashboard,12,2
3053,314,2026-05-01,Automation,7,1
3054,314,2026-06-01,Reports,0,1
3055,314,2026-07-01,Integrations,3,1
3056,315,2025-12-01,Integrations,3,1
3057,315,2026-01-01,Automation,8,1
3058,315,2026-02-01,Automation,13,3
3059,315,2026-03-01,Integrations,5,1
3060,315,2026-04-01,Integrations,5,1
3061,315,2026-05-01,Dashboard,6,1
3062,315,2026-06-01,Automation,5,1
3063,315,2026-07-01,Dashboard,7,1
3064,316,2025-02-01,Automation,21,6
3065,316,2025-03-01,Integrations,22,6
3066,316,2025-04-01,API,17,4
3067,316,2025-05-01,Dashboard,15,4
3068,316,2025-06-01,Automation,14,2
3069,316,2025-07-01,API,20,6
3070,316,2025-08-01,Integrations,23,3
3071,316,2025-09-01,Reports,22,6
3072,316,2025-10-01,Dashboard,17,3
3073,316,2025-11-01,Reports,24,4
3074,316,2025-12-01,Integrations,24,7
3075,316,2026-01-01,API,22,5
3076,316,2026-02-01,Dashboard,15,4
3077,316,2026-03-01,Dashboard,18,5
3078,316,2026-04-01,Dashboard,19,5
3079,316,2026-05-01,Reports,13,2
3080,316,2026-06-01,Dashboard,22,6
3081,316,2026-07-01,API,22,4
3082,317,2025-08-01,Dashboard,5,1
3083,317,2025-09-01,Reports,0,1
3084,317,2025-10-01,Integrations,3,1
3085,318,2025-02-01,Automation,6,1
3086,318,2025-03-01,Dashboard,7,2
3087,318,2025-04-01,Dashboard,8,1
3088,318,2025-05-01,Reports,2,1
3089,318,2025-06-01,Integrations,8,1
3090,318,2025-07-01,Reports,6,1
3091,318,2025-08-01,Reports,6,1
3092,318,2025-09-01,Dashboard,9,2
3093,318,2025-10-01,Dashboard,4,1
3094,318,2025-11-01,Integrations,4,1
3095,318,2025-12-01,Reports,8,1
3096,318,2026-01-01,Reports,7,1
3097,318,2026-02-01,Integrations,14,2
3098,318,2026-03-01,Integrations,8,2
3099,318,2026-04-01,Reports,4,1
3100,318,2026-05-01,Integrations,1,1
3101,318,2026-06-01,API,8,1
3102,318,2026-07-01,Automation,2,1
3103,319,2025-04-01,Automation,1,1
3104,319,2025-05-01,Automation,3,1
3105,319,2025-06-01,Reports,0,1
3106,319,2025-07-01,Automation,1,1
3107,319,2025-08-01,Dashboard,8,1
3108,319,2025-09-01,API,2,1
3109,319,2025-10-01,Reports,0,1
3110,319,2025-11-01,Integrations,0,1
3111,319,2025-12-01,Automation,0,1
3112,319,2026-01-01,Integrations,2,1
3113,319,2026-02-01,Reports,2,1
3114,319,2026-03-01,Dashboard,0,1
3115,319,2026-04-01,API,0,1
3116,320,2025-03-01,Automation,2,1
3117,320,2025-04-01,API,4,1
3118,320,2025-05-01,Integrations,2,1
3119,320,2025-06-01,Reports,0,1
3120,320,2025-07-01,Automation,4,1
3121,320,2025-08-01,API,0,1
3122,320,2025-09-01,Integrations,6,1
3123,320,2025-10-01,API,3,1
3124,320,2025-11-01,Automation,4,1
3125,320,2025-12-01,API,0,1
3126,320,2026-01-01,Automation,3,1
3127,320,2026-02-01,Reports,0,1
3128,320,2026-03-01,Automation,0,1
3129,320,2026-04-01,Dashboard,0,1
3130,320,2026-05-01,Automation,0,1
3131,320,2026-06-01,Dashboard,0,1
3132,320,2026-07-01,Reports,0,1
3133,321,2025-08-01,Integrations,4,1
3134,321,2025-09-01,Automation,14,3
3135,321,2025-10-01,Dashboard,11,2
3136,321,2025-11-01,API,7,1
3137,321,2025-12-01,API,6,1
3138,321,2026-01-01,Reports,6,1
3139,321,2026-02-01,Automation,7,1
3140,321,2026-03-01,Integrations,9,2
3141,321,2026-04-01,Integrations,5,1
3142,321,2026-05-01,Automation,7,1
3143,321,2026-06-01,Reports,3,1
3144,321,2026-07-01,Reports,9,2
3145,322,2025-10-01,Integrations,0,1
3146,323,2024-11-01,Integrations,11,2
3147,323,2024-12-01,Integrations,12,3
3148,323,2025-01-01,Integrations,5,1
3149,323,2025-02-01,Dashboard,9,1
3150,323,2025-03-01,API,7,1
3151,323,2025-04-01,Reports,12,2
3152,323,2025-05-01,API,16,2
3153,323,2025-06-01,Reports,16,3
3154,323,2025-07-01,Automation,14,3
3155,323,2025-08-01,Dashboard,10,1
3156,323,2025-09-01,Integrations,17,5
3157,323,2025-10-01,API,12,3
3158,323,2025-11-01,API,4,1
3159,323,2025-12-01,Dashboard,5,1
3160,323,2026-01-01,Integrations,11,2
3161,323,2026-02-01,Dashboard,6,1
3162,323,2026-03-01,Dashboard,15,4
3163,323,2026-04-01,Dashboard,6,1
3164,323,2026-05-01,Automation,8,2
3165,323,2026-06-01,Integrations,6,1
3166,323,2026-07-01,API,8,2
3167,324,2025-03-01,API,10,2
3168,324,2025-04-01,API,9,1
3169,324,2025-05-01,API,3,1
3170,324,2025-06-01,Dashboard,1,1
3171,325,2025-06-01,Integrations,6,1
3172,325,2025-07-01,Dashboard,4,1
3173,325,2025-08-01,Reports,0,1
3174,325,2025-09-01,Automation,5,1
3175,325,2025-10-01,Reports,0,1
3176,325,2025-11-01,Integrations,0,1
3177,325,2025-12-01,Reports,6,1
3178,325,2026-01-01,API,1,1
3179,325,2026-02-01,API,5,1
3180,325,2026-03-01,Reports,2,1
3181,325,2026-04-01,Dashboard,4,1
3182,325,2026-05-01,API,0,1
3183,325,2026-06-01,Dashboard,3,1
3184,325,2026-07-01,Reports,0,1
3185,326,2025-06-01,Reports,9,1
3186,326,2025-07-01,Integrations,3,1
3187,326,2025-08-01,Integrations,3,1
3188,326,2025-09-01,Reports,1,1
3189,326,2025-10-01,Dashboard,10,2
3190,326,2025-11-01,Automation,5,1
3191,326,2025-12-01,API,6,1
3192,326,2026-01-01,Reports,10,2
3193,326,2026-02-01,Integrations,2,1
3194,326,2026-03-01,Automation,4,1
3195,326,2026-04-01,Automation,0,1
3196,326,2026-05-01,Dashboard,2,1
3197,326,2026-06-01,Dashboard,0,1
3198,327,2026-05-01,API,7,1
3199,327,2026-06-01,Integrations,11,3
3200,327,2026-07-01,Integrations,13,3
3201,327,2026-08-01,Reports,5,1
3202,327,2026-09-01,Integrations,9,2
3203,327,2026-10-01,Automation,1,1
3204,327,2026-11-01,Dashboard,0,1
3205,328,2025-10-01,Dashboard,10,2
3206,328,2025-11-01,Reports,10,2
3207,328,2025-12-01,Integrations,3,1
3208,328,2026-01-01,Automation,0,1
3209,329,2024-10-01,Automation,5,1
3210,329,2024-11-01,Dashboard,8,2
3211,329,2024-12-01,Integrations,0,1
3212,329,2025-01-01,API,4,1
3213,329,2025-02-01,Automation,2,1
3214,329,2025-03-01,Automation,1,1
3215,329,2025-04-01,Reports,0,1
3216,330,2024-10-01,Automation,9,2
3217,330,2024-11-01,Reports,8,2
3218,330,2024-12-01,Reports,0,1
3219,330,2025-01-01,Reports,13,2
3220,330,2025-02-01,Integrations,9,2
3221,330,2025-03-01,Reports,8,1
3222,330,2025-04-01,Integrations,7,1
3223,330,2025-05-01,Automation,8,1
3224,330,2025-06-01,Automation,10,2
3225,330,2025-07-01,Automation,7,1
3226,330,2025-08-01,Integrations,7,1
3227,330,2025-09-01,Automation,9,2
3228,330,2025-10-01,Dashboard,4,1
3229,330,2025-11-01,Integrations,3,1
3230,330,2025-12-01,Dashboard,4,1
3231,330,2026-01-01,Automation,0,1
3232,330,2026-02-01,API,3,1
3233,331,2026-03-01,API,24,6
3234,331,2026-04-01,Reports,14,2
3235,331,2026-05-01,API,21,4
3236,331,2026-06-01,Reports,21,6
3237,331,2026-07-01,API,14,2
3238,332,2024-12-01,Reports,7,1
3239,332,2025-01-01,Reports,4,1
3240,332,2025-02-01,API,3,1
3241,332,2025-03-01,Integrations,0,1
3242,332,2025-04-01,Dashboard,3,1
3243,332,2025-05-01,Dashboard,6,1
3244,332,2025-06-01,API,9,2
3245,332,2025-07-01,Dashboard,1,1
3246,332,2025-08-01,Reports,4,1
3247,332,2025-09-01,Automation,5,1
3248,332,2025-10-01,Dashboard,1,1
3249,333,2025-09-01,Integrations,4,1
3250,333,2025-10-01,Integrations,11,3
3251,333,2025-11-01,Reports,5,1
3252,333,2025-12-01,API,10,2
3253,333,2026-01-01,Integrations,4,1
3254,333,2026-02-01,Dashboard,8,1
3255,333,2026-03-01,Dashboard,8,1
3256,333,2026-04-01,Automation,9,1
3257,333,2026-05-01,Dashboard,9,2
3258,333,2026-06-01,API,7,1
3259,333,2026-07-01,Reports,2,1
3260,334,2026-01-01,Dashboard,11,1
3261,334,2026-02-01,Dashboard,11,2
3262,334,2026-03-01,Integrations,11,2
3263,334,2026-04-01,Dashboard,9,2
3264,334,2026-05-01,Automation,12,3
3265,334,2026-06-01,API,7,1
3266,334,2026-07-01,Automation,8,1
3267,335,2025-08-01,Dashboard,2,1
3268,335,2025-09-01,Automation,3,1
3269,335,2025-10-01,Automation,6,1
3270,335,2025-11-01,API,9,2
3271,335,2025-12-01,Automation,10,2
3272,335,2026-01-01,Integrations,11,2
3273,335,2026-02-01,Automation,13,2
3274,335,2026-03-01,Dashboard,7,1
3275,335,2026-04-01,Integrations,9,2
3276,335,2026-05-01,Integrations,11,2
3277,335,2026-06-01,API,13,2
3278,335,2026-07-01,Dashboard,7,1
3279,336,2025-08-01,Automation,3,1
3280,337,2024-12-01,Integrations,19,3
3281,337,2025-01-01,Dashboard,25,7
3282,337,2025-02-01,Integrations,21,3
3283,337,2025-03-01,Dashboard,23,4
3284,337,2025-04-01,Integrations,26,5
3285,337,2025-05-01,Dashboard,25,6
3286,337,2025-06-01,Automation,28,6
3287,337,2025-07-01,Automation,24,4
3288,337,2025-08-01,Dashboard,24,4
3289,337,2025-09-01,Automation,28,8
3290,337,2025-10-01,Integrations,26,6
3291,337,2025-11-01,Reports,24,6
3292,337,2025-12-01,Reports,28,7
3293,337,2026-01-01,Reports,27,6
3294,337,2026-02-01,Automation,32,8
3295,337,2026-03-01,Automation,27,4
3296,337,2026-04-01,Integrations,29,5
3297,337,2026-05-01,API,30,5
3298,337,2026-06-01,Integrations,23,4
3299,337,2026-07-01,Integrations,31,8
3300,338,2024-11-01,Automation,10,1
3301,338,2024-12-01,API,9,1
3302,338,2025-01-01,Reports,6,1
3303,338,2025-02-01,API,5,1
3304,338,2025-03-01,Automation,3,1
3305,338,2025-04-01,Dashboard,12,3
3306,338,2025-05-01,Dashboard,9,2
3307,338,2025-06-01,Dashboard,0,1
3308,338,2025-07-01,API,8,2
3309,338,2025-08-01,Dashboard,12,2
3310,338,2025-09-01,Dashboard,7,2
3311,338,2025-10-01,API,9,2
3312,338,2025-11-01,Integrations,4,1
3313,338,2025-12-01,Integrations,2,1
3314,338,2026-01-01,API,9,1
3315,338,2026-02-01,Reports,8,1
3316,338,2026-03-01,Integrations,11,1
3317,338,2026-04-01,Automation,7,1
3318,338,2026-05-01,Automation,8,1
3319,338,2026-06-01,Integrations,7,1
3320,338,2026-07-01,Dashboard,12,2
3321,339,2024-12-01,Automation,31,6
3322,339,2025-01-01,Integrations,34,7
3323,339,2025-02-01,Automation,27,4
3324,339,2025-03-01,Integrations,30,7
3325,339,2025-04-01,Automation,24,4
3326,339,2025-05-01,Dashboard,26,5
3327,339,2025-06-01,Integrations,31,5
3328,339,2025-07-01,Dashboard,27,8
3329,339,2025-08-01,API,27,4
3330,339,2025-09-01,Automation,36,11
3331,339,2025-10-01,Automation,29,5
3332,339,2025-11-01,Integrations,28,5
3333,339,2025-12-01,Automation,34,7
3334,339,2026-01-01,Reports,28,7
3335,339,2026-02-01,Reports,32,7
3336,339,2026-03-01,Dashboard,32,6
3337,339,2026-04-01,API,33,8
3338,339,2026-05-01,API,27,4
3339,339,2026-06-01,Reports,28,6
3340,339,2026-07-01,API,29,8
3341,340,2025-04-01,API,25,5
3342,340,2025-05-01,Reports,19,6
3343,340,2025-06-01,Integrations,25,5
3344,340,2025-07-01,API,24,7
3345,340,2025-08-01,Integrations,26,4
3346,340,2025-09-01,Dashboard,24,4
3347,340,2025-10-01,Dashboard,24,6
3348,340,2025-11-01,Integrations,21,6
3349,340,2025-12-01,Automation,23,7
3350,340,2026-01-01,Dashboard,25,5
3351,340,2026-02-01,Dashboard,23,4
3352,340,2026-03-01,Integrations,21,4
3353,340,2026-04-01,Integrations,24,5
3354,340,2026-05-01,Dashboard,20,4
3355,340,2026-06-01,Reports,22,4
3356,340,2026-07-01,Dashboard,25,4
3357,341,2025-02-01,API,3,1
3358,341,2025-03-01,API,5,1
3359,342,2026-07-01,Reports,6,1
3360,342,2026-08-01,Automation,4,1
3361,342,2026-09-01,Integrations,4,1
3362,342,2026-10-01,Reports,0,1
3363,342,2026-11-01,Dashboard,7,1
3364,342,2026-12-01,Automation,6,1
3365,342,2027-01-01,Dashboard,3,1
3366,342,2027-02-01,API,10,2
3367,342,2027-03-01,Automation,2,1
3368,342,2027-04-01,Automation,2,1
3369,342,2027-05-01,Reports,5,1
3370,342,2027-06-01,Dashboard,7,1
3371,342,2027-07-01,Reports,9,2
3372,342,2027-08-01,API,6,1
3373,342,2027-09-01,API,8,2
3374,342,2027-10-01,Dashboard,8,2
3375,342,2027-11-01,Reports,8,1
3376,342,2027-12-01,Automation,6,1
3377,342,2028-01-01,Dashboard,6,1
3378,342,2028-02-01,Integrations,4,1
3379,343,2025-07-01,Reports,20,3
3380,343,2025-08-01,Dashboard,20,5
3381,343,2025-09-01,Automation,15,2
3382,343,2025-10-01,Dashboard,13,3
3383,343,2025-11-01,API,20,3
3384,343,2025-12-01,Reports,18,5
3385,343,2026-01-01,Dashboard,16,2
3386,343,2026-02-01,Automation,17,5
3387,343,2026-03-01,Integrations,18,4
3388,343,2026-04-01,Integrations,14,4
3389,343,2026-05-01,Automation,9,1
3390,343,2026-06-01,Integrations,5,1
3391,343,2026-07-01,Reports,1,1
3392,344,2025-08-01,Automation,10,2
3393,344,2025-09-01,Reports,13,3
3394,344,2025-10-01,API,14,3
3395,344,2025-11-01,API,12,3
3396,344,2025-12-01,Reports,16,3
3397,344,2026-01-01,API,8,1
3398,344,2026-02-01,API,9,1
3399,344,2026-03-01,Dashboard,15,4
3400,344,2026-04-01,Automation,15,2
3401,344,2026-05-01,Integrations,17,2
3402,344,2026-06-01,Reports,14,2
3403,344,2026-07-01,Automation,18,4
3404,345,2025-10-01,Dashboard,7,2
3405,345,2025-11-01,Reports,2,1
3406,345,2025-12-01,Automation,6,1
3407,345,2026-01-01,Dashboard,8,2
3408,345,2026-02-01,Dashboard,4,1
3409,345,2026-03-01,Dashboard,8,1
3410,345,2026-04-01,Automation,5,1
3411,345,2026-05-01,Reports,6,1
3412,345,2026-06-01,Reports,4,1
3413,345,2026-07-01,API,8,1
3414,346,2025-11-01,Reports,33,10
3415,346,2025-12-01,Integrations,36,7
3416,346,2026-01-01,Dashboard,33,9
3417,346,2026-02-01,Dashboard,38,6
3418,346,2026-03-01,Automation,29,8
3419,346,2026-04-01,API,15,3
3420,346,2026-05-01,API,6,1
3421,347,2026-02-01,Dashboard,11,1
3422,347,2026-03-01,Integrations,7,1
3423,347,2026-04-01,API,8,1
3424,347,2026-05-01,API,9,1
3425,347,2026-06-01,Dashboard,7,1
3426,347,2026-07-01,Automation,6,1
3427,348,2026-02-01,API,9,1
3428,348,2026-03-01,Reports,6,1
3429,348,2026-04-01,Integrations,2,1
3430,348,2026-05-01,Reports,3,1
3431,348,2026-06-01,Integrations,5,1
3432,348,2026-07-01,Automation,10,2
3433,349,2025-12-01,Reports,0,1
3434,350,2026-01-01,Integrations,19,3
3435,350,2026-02-01,Dashboard,19,4
3436,350,2026-03-01,API,20,4
3437,350,2026-04-01,Reports,14,3
3438,350,2026-05-01,Integrations,5,1
3439,350,2026-06-01,Automation,0,1
3440,351,2025-11-01,API,1,1
3441,351,2025-12-01,API,4,1
3442,351,2026-01-01,Dashboard,3,1
3443,351,2026-02-01,Integrations,6,1
3444,351,2026-03-01,Automation,6,1
3445,351,2026-04-01,Integrations,4,1
3446,351,2026-05-01,Dashboard,3,1
3447,351,2026-06-01,API,2,1
3448,351,2026-07-01,Reports,3,1
3449,352,2026-04-01,Dashboard,6,1
3450,353,2025-01-01,Automation,2,1
3451,353,2025-02-01,Reports,7,1
3452,353,2025-03-01,Automation,1,1
3453,353,2025-04-01,Automation,7,1
3454,353,2025-05-01,Dashboard,5,1
3455,353,2025-06-01,Automation,2,1
3456,353,2025-07-01,Automation,10,1
3457,353,2025-08-01,Reports,4,1
3458,353,2025-09-01,Integrations,5,1
3459,353,2025-10-01,Dashboard,8,2
3460,353,2025-11-01,Automation,3,1
3461,353,2025-12-01,Reports,7,1
3462,353,2026-01-01,Integrations,11,2
3463,353,2026-02-01,API,8,1
3464,353,2026-03-01,Reports,0,1
3465,353,2026-04-01,Reports,9,1
3466,353,2026-05-01,Integrations,2,1
3467,353,2026-06-01,Dashboard,9,1
3468,353,2026-07-01,Integrations,5,1
3469,354,2025-09-01,Automation,36,6
3470,354,2025-10-01,Automation,39,11
3471,354,2025-11-01,Dashboard,39,10
3472,354,2025-12-01,Dashboard,32,7
3473,354,2026-01-01,Integrations,38,10
3474,354,2026-02-01,API,35,6
3475,354,2026-03-01,Automation,37,7
3476,354,2026-04-01,Reports,38,11
3477,354,2026-05-01,Automation,34,7
3478,354,2026-06-01,Dashboard,34,8
3479,354,2026-07-01,API,38,10
3480,355,2025-09-01,Integrations,5,1
3481,355,2025-10-01,Reports,2,1
3482,355,2025-11-01,API,12,3
3483,355,2025-12-01,API,6,1
3484,355,2026-01-01,Automation,5,1
3485,355,2026-02-01,Integrations,7,2
3486,355,2026-03-01,Dashboard,9,2
3487,355,2026-04-01,Dashboard,9,2
3488,355,2026-05-01,Reports,11,2
3489,355,2026-06-01,Dashboard,2,1
3490,355,2026-07-01,API,0,1
3491,356,2025-01-01,Reports,1,1
3492,356,2025-02-01,Integrations,0,1
3493,356,2025-03-01,API,9,1
3494,356,2025-04-01,Automation,1,1
3495,356,2025-05-01,Automation,2,1
3496,356,2025-06-01,Reports,5,1
3497,356,2025-07-01,Dashboard,0,1
3498,356,2025-08-01,API,0,1
3499,357,2025-09-01,Automation,3,1
3500,357,2025-10-01,Reports,1,1
3501,357,2025-11-01,Automation,9,2
3502,357,2025-12-01,Automation,4,1
3503,357,2026-01-01,Automation,5,1
3504,357,2026-02-01,Reports,3,1
3505,357,2026-03-01,Reports,7,1
3506,357,2026-04-01,API,0,1
3507,357,2026-05-01,Automation,3,1
3508,357,2026-06-01,Integrations,5,1
3509,357,2026-07-01,Integrations,7,1
3510,358,2025-06-01,Integrations,6,1
3511,358,2025-07-01,Integrations,0,1
3512,358,2025-08-01,Reports,4,1
3513,359,2025-04-01,Integrations,3,1
3514,359,2025-05-01,API,1,1
3515,359,2025-06-01,Integrations,0,1
3516,359,2025-07-01,API,2,1
3517,359,2025-08-01,Reports,0,1
3518,359,2025-09-01,Reports,1,1
3519,360,2025-03-01,API,7,1
3520,360,2025-04-01,Dashboard,3,1
3521,360,2025-05-01,Reports,10,2
3522,360,2025-06-01,Integrations,5,1
3523,360,2025-07-01,Dashboard,2,1
3524,360,2025-08-01,Automation,4,1
3525,360,2025-09-01,Reports,1,1
3526,360,2025-10-01,Dashboard,1,1
3527,360,2025-11-01,Reports,5,1
3528,360,2025-12-01,API,6,1
3529,360,2026-01-01,Automation,5,1
3530,360,2026-02-01,Automation,5,1
3531,360,2026-03-01,Automation,7,2
3532,360,2026-04-01,Dashboard,4,1
3533,360,2026-05-01,Automation,1,1
3534,360,2026-06-01,Reports,10,2
3535,360,2026-07-01,Automation,3,1
3536,361,2025-05-01,Dashboard,10,2
3537,361,2025-06-01,Reports,10,1
3538,361,2025-07-01,Automation,14,2
3539,361,2025-08-01,Automation,11,2
3540,361,2025-09-01,Reports,9,1
3541,361,2025-10-01,Reports,11,2
3542,361,2025-11-01,Dashboard,11,1
3543,361,2025-12-01,Automation,11,3
3544,361,2026-01-01,Dashboard,3,1
3545,361,2026-02-01,Reports,7,1
3546,361,2026-03-01,Automation,8,1
3547,361,2026-04-01,Integrations,9,1
3548,361,2026-05-01,Integrations,5,1
3549,361,2026-06-01,Reports,10,1
3550,361,2026-07-01,Dashboard,7,1
3551,362,2025-08-01,Dashboard,3,1
3552,362,2025-09-01,Automation,4,1
3553,362,2025-10-01,Automation,0,1
3554,362,2025-11-01,Dashboard,5,1
3555,362,2025-12-01,Automation,1,1
3556,362,2026-01-01,API,1,1
3557,362,2026-02-01,Reports,0,1
3558,363,2025-10-01,Dashboard,5,1
3559,363,2025-11-01,API,0,1
3560,364,2025-07-01,Automation,41,9
3561,364,2025-08-01,Integrations,37,7
3562,364,2025-09-01,Dashboard,32,8
3563,364,2025-10-01,API,37,6
3564,364,2025-11-01,Dashboard,36,10
3565,364,2025-12-01,Integrations,38,10
3566,364,2026-01-01,Reports,34,11
3567,364,2026-02-01,Dashboard,34,8
3568,364,2026-03-01,Integrations,38,8
3569,364,2026-04-01,Integrations,34,5
3570,364,2026-05-01,Reports,38,7
3571,364,2026-06-01,Integrations,29,7
3572,364,2026-07-01,Dashboard,36,7
3573,365,2025-08-01,API,41,12
3574,365,2025-09-01,Automation,43,7
3575,365,2025-10-01,Reports,45,10
3576,365,2025-11-01,API,42,11
3577,365,2025-12-01,API,41,11
3578,365,2026-01-01,API,39,10
3579,365,2026-02-01,Integrations,35,9
3580,365,2026-03-01,Integrations,35,10
3581,365,2026-04-01,Reports,37,6
3582,365,2026-05-01,Reports,38,8
3583,365,2026-06-01,Automation,43,10
3584,365,2026-07-01,API,44,13
3585,366,2024-11-01,Reports,11,3
3586,366,2024-12-01,Integrations,18,3
3587,366,2025-01-01,Integrations,8,1
3588,366,2025-02-01,Dashboard,14,2
3589,366,2025-03-01,Automation,11,2
3590,366,2025-04-01,API,9,1
3591,366,2025-05-01,Reports,11,3
3592,366,2025-06-01,Dashboard,17,4
3593,366,2025-07-01,Dashboard,12,2
3594,366,2025-08-01,Automation,12,3
3595,366,2025-09-01,Reports,19,4
3596,366,2025-10-01,Reports,10,3
3597,366,2025-11-01,Dashboard,16,5
3598,366,2025-12-01,Automation,18,4
3599,366,2026-01-01,API,16,3
3600,366,2026-02-01,Integrations,10,2
3601,366,2026-03-01,Integrations,12,2
3602,366,2026-04-01,Reports,13,2
3603,366,2026-05-01,Reports,17,2
3604,366,2026-06-01,Reports,17,4
3605,366,2026-07-01,Reports,10,1
3606,367,2025-10-01,Integrations,13,2
3607,367,2025-11-01,Automation,11,2
